CO_ITEM,NSE_LEVEL,TX_GABARITO,answer_distribution,correct_probability
82765,1,E,[0.10145649 0.21340691 0.11923286 0.37099692 0.19187624 0.00303058],0.19187624389361319
82765,2,E,[0.10234113 0.20165342 0.10811929 0.36612982 0.21913339 0.00262295],0.21913339153609337
82765,3,E,[0.10701348 0.18376588 0.10094897 0.35013714 0.25569578 0.00243874],0.2556957849250912
82765,4,E,[0.11586222 0.16523879 0.09286418 0.33358909 0.29017791 0.00226781],0.29017791417990735
82765,5,E,[0.12874724 0.14543111 0.08494786 0.31147735 0.32718546 0.00221098],0.3271854571707361
82765,6,E,[0.15017437 0.12409158 0.07787459 0.27750999 0.36835721 0.00199226],0.36835721111295255
82765,7,E,[0.19061495 0.09523482 0.07317372 0.2251196  0.4139793  0.00187762],0.4139792964462851
82765,8,E,[0.22394726 0.07619048 0.06800472 0.17951594 0.45049193 0.00184967],0.45049193231011414
82962,1,A,[0.2733852  0.26379591 0.16641035 0.17039081 0.1184639  0.00755383],0.273385199927628
82962,2,A,[0.27366785 0.27081897 0.1607813  0.1735591  0.11412719 0.0070456 ],0.2736678460383832
82962,3,A,[0.28518384 0.27788056 0.14990167 0.17564429 0.10458768 0.00680195],0.28518384350661113
82962,4,A,[0.3021087  0.27890114 0.13632632 0.17963556 0.09640038 0.0066279 ],0.3021086963907543
82962,5,A,[0.32115603 0.27717615 0.12250066 0.18553613 0.08740983 0.0062212 ],0.32115602632870266
82962,6,A,[0.34585697 0.27225605 0.10820636 0.18912753 0.07902058 0.0055325 ],0.34585697309915125
82962,7,A,[0.39089334 0.25706594 0.08736487 0.19130328 0.06853511 0.00483746],0.3908933426640816
82962,8,A,[0.4341401  0.24492326 0.07439984 0.18040142 0.0620425  0.00409288],0.4341401023219205
83727,1,C,[0.66666667 0.         0.         0.         0.33333333 0.        ],0.0
83727,2,C,[0.32911392 0.25316456 0.10126582 0.13924051 0.16455696 0.01265823],0.10126582278481013
83727,3,C,[0.3164557  0.18987342 0.21518987 0.15189873 0.11392405 0.01265823],0.21518987341772153
83727,4,C,[0.28787879 0.22727273 0.18181818 0.13636364 0.16666667 0.        ],0.18181818181818182
83727,5,C,[0.3030303  0.27272727 0.18181818 0.12121212 0.12121212 0.        ],0.18181818181818182
83727,6,C,[0.28571429 0.0952381  0.33333333 0.0952381  0.19047619 0.        ],0.3333333333333333
83727,7,C,[0.3  0.15 0.3  0.1  0.15 0.  ],0.3
83727,8,C,[0. 0. 0. 1. 0. 0.],0.0
83806,1,E,[0.20906459 0.1315361  0.25352813 0.09752126 0.29934865 0.00900127],0.2993486520716483
83806,2,E,[0.19411003 0.11846559 0.26692092 0.08950206 0.32363415 0.00736724],0.3236341497036254
83806,3,E,[0.18103281 0.09816092 0.2736629  0.07833402 0.36193948 0.00686987],0.3619394778378658
83806,4,E,[0.16855698 0.07929412 0.27091992 0.06640921 0.40793989 0.00687988],0.4079398874304934
83806,5,E,[0.15622656 0.06339645 0.26232536 0.05654354 0.4554984  0.00600969],0.4554984009881724
83806,6,E,[0.13984633 0.049052   0.248229   0.046083   0.51149342 0.00529625],0.5114934220037588
83806,7,E,[0.12459226 0.03358687 0.22122286 0.0352274  0.58075113 0.00461949],0.5807511252347027
83806,8,E,[0.11650925 0.02532468 0.19313262 0.02644628 0.63504526 0.00354191],0.6350452577725305
83901,1,B,[0.11231229 0.20929075 0.48968699 0.13212412 0.0540076  0.00257825],0.209290754478017
83901,2,B,[0.10512874 0.23980303 0.48503193 0.11932715 0.04891329 0.00179586],0.23980302960682504
83901,3,B,[0.10196781 0.27304836 0.48127927 0.10034091 0.04188553 0.00147812],0.27304836080420214
83901,4,B,[0.09841055 0.30471625 0.47862708 0.08096737 0.03578952 0.00148922],0.3047162546290529
83901,5,B,[0.09363385 0.32764514 0.48570478 0.06242632 0.02920241 0.0013875 ],0.32764513781959087
83901,6,B,[0.08511726 0.34603681 0.49998061 0.04473954 0.02286696 0.00125883],0.346036805749003
83901,7,B,[0.07487161 0.34407899 0.53490044 0.02772456 0.01724276 0.00118164],0.34407899013770504
83901,8,B,[0.06404959 0.32420307 0.57953562 0.01841795 0.01241637 0.00137741],0.32420306965761514
84199,1,A,[0.43323684 0.15578071 0.16310838 0.11792111 0.12058983 0.00936313],0.4332368373439479
84199,2,A,[0.42866333 0.15517162 0.16853911 0.11710625 0.12300694 0.00751275],0.4286633276662225
84199,3,A,[0.41248027 0.14807424 0.17414676 0.1160213  0.14197092 0.00730652],0.41248027013739746
84199,4,A,[0.39382906 0.14194913 0.17853705 0.11597547 0.16271616 0.00699313],0.39382906195852824
84199,5,A,[0.3642673  0.13314946 0.18262012 0.11587901 0.19757808 0.00650603],0.3642673028872457
84199,6,A,[0.32471782 0.12114726 0.18593991 0.1150259  0.24721348 0.00595563],0.3247178214156003
84199,7,A,[0.27747504 0.10125391 0.18785014 0.1140378  0.31422824 0.00515486],0.2774750383363735
84199,8,A,[0.24874065 0.085183   0.19299488 0.12144825 0.34700905 0.00462416],0.24874065328610784
85013,1,B,[0.27374706 0.20707436 0.20947168 0.15528316 0.15021712 0.00420662],0.20707436222182016
85013,2,B,[0.26210388 0.20742392 0.21375347 0.15186325 0.16128291 0.00357258],0.20742391520776854
85013,3,B,[0.24123477 0.2111063  0.21881711 0.15497969 0.17024284 0.0036193 ],0.21110629544337206
85013,4,B,[0.22096013 0.21423313 0.22498896 0.15739063 0.17885132 0.00357584],0.21423313439258898
85013,5,B,[0.19830849 0.22299588 0.23048613 0.15526489 0.18923332 0.00371129],0.2229958769747937
85013,6,B,[0.17455756 0.23838052 0.235207   0.15124631 0.19683212 0.00377649],0.23838051883482547
85013,7,B,[0.1448331  0.27403719 0.2325842  0.14480633 0.19983098 0.00390821],0.27403719297440543
85013,8,B,[0.11686344 0.32030697 0.22646596 0.13650138 0.19632035 0.00354191],0.32030696576151124
85228,1,C,[0.23570653 0.20028949 0.23240456 0.17776371 0.14904107 0.00479464],0.23240455943549845
85228,2,C,[0.22046976 0.20204782 0.24260212 0.18815191 0.14272312 0.00400527],0.24260212286908975
85228,3,C,[0.20965405 0.21083461 0.24554299 0.19155433 0.13843895 0.00397508],0.24554299169405128
85228,4,C,[0.20213814 0.21880556 0.24539077 0.19525826 0.13395941 0.00444785],0.2453907656764929
85228,5,C,[0.19258927 0.22969368 0.24446832 0.19684766 0.13139252 0.00500854],0.24446832151700254
85228,6,C,[0.18219163 0.24482981 0.24602517 0.19298864 0.12861208 0.00535267],0.24602516951871847
85228,7,C,[0.16619439 0.27030107 0.24525336 0.18558246 0.12672227 0.00594644],0.24525336423187674
85228,8,C,[0.14687131 0.29647776 0.25210547 0.16981503 0.12800079 0.00672963],0.25210547028728847
85343,1,D,[0.16573186 0.25411616 0.25036186 0.14266329 0.18160847 0.00551836],0.14266328930703817
85343,2,D,[0.15870591 0.26979277 0.26475746 0.13795203 0.16426963 0.0045222 ],0.13795202867251757
85343,3,D,[0.15076203 0.27807139 0.27595286 0.13863948 0.15214958 0.00442466],0.1386394804253888
85343,4,D,[0.14316089 0.27995719 0.2888982  0.14012016 0.14327131 0.00459225],0.1401201571896128
85343,5,D,[0.13436776 0.28279948 0.30250371 0.14384902 0.13150815 0.00497188],0.14384902169805466
85343,6,D,[0.12389764 0.28031326 0.31916064 0.1509748  0.12028336 0.0053703 ],0.15097479874610803
85343,7,D,[0.11196133 0.2680181  0.3320408  0.17136072 0.11062673 0.00599233],0.17136072137391445
85343,8,D,[0.10265643 0.24266037 0.3370917  0.20159386 0.10895317 0.00704447],0.20159386068476978
85445,1,E,[0.16071105 0.19540438 0.24660756 0.23226886 0.16102768 0.00398046],0.16102768228695494
85445,2,E,[0.15380845 0.20326165 0.23708052 0.23782337 0.16486698 0.00315903],0.1648669760602858
85445,3,E,[0.14607537 0.21174024 0.2303704  0.24130916 0.16745478 0.00305004],0.16745478303619946
85445,4,E,[0.14132343 0.21934916 0.22275512 0.24183475 0.17188367 0.00285387],0.17188367062660673
85445,5,E,[0.13874459 0.22119382 0.21863878 0.23941465 0.17911189 0.00289627],0.17911188570590592
85445,6,E,[0.13564671 0.214223   0.2176645  0.23250246 0.19721295 0.00275038],0.19721294654033716
85445,7,E,[0.13019835 0.19059965 0.2225307  0.21082137 0.24331073 0.00253919],0.24331073303734976
85445,8,E,[0.12418339 0.15787092 0.22134986 0.1832743  0.31072412 0.0025974 ],0.310724124360488
85588,1,B,[0.19549484 0.41659128 0.17134069 0.13922562 0.07332187 0.00402569],0.4165912791749593
85588,2,B,[0.1663948  0.47101732 0.16984484 0.13046991 0.05907197 0.00320115],0.47101732297936866
85588,3,B,[0.14309972 0.52768003 0.15861516 0.11765467 0.0501656  0.00278482],0.5276800269102389
85588,4,B,[0.12301956 0.58232353 0.14487945 0.10432498 0.04261843 0.00283406],0.58232352974485
85588,5,B,[0.10418112 0.63801982 0.12972865 0.08983232 0.03545745 0.00278064],0.6380198198503076
85588,6,B,[0.08668639 0.69643543 0.11049835 0.07554029 0.02822667 0.00261286],0.6964354347895076
85588,7,B,[0.06708196 0.76898368 0.08198057 0.05746058 0.0220764  0.00241682],0.768983675014627
85588,8,B,[0.05061    0.82560016 0.05975994 0.0441952  0.01788666 0.00194805],0.8256001574183393
85860,1,C,[0.16921476 0.13936132 0.18884567 0.17020988 0.32897594 0.00339244],0.18884566672697667
85860,2,C,[0.17411815 0.13826985 0.18791067 0.17625863 0.32086952 0.00257317],0.1879106740798603
85860,3,C,[0.17552785 0.14380806 0.1819158  0.1800916  0.31633115 0.00232554],0.18191580200274277
85860,4,C,[0.17499802 0.15095242 0.17572847 0.18132581 0.3146312  0.00236407],0.1757284741962152
85860,5,C,[0.17546828 0.16022832 0.16970958 0.18248194 0.30965555 0.00245633],0.16970958335448427
85860,6,C,[0.17195175 0.1680589  0.16732547 0.17836931 0.31196028 0.0023343 ],0.16732546536105813
85860,7,C,[0.16493245 0.17866088 0.17292477 0.16045828 0.32054944 0.00247418],0.17292476893013795
85860,8,C,[0.15324675 0.18608815 0.18866588 0.13809524 0.33116883 0.00273514],0.1886658795749705
86438,1,A,[0.33333333 0.33333333 0.         0.         0.33333333 0.        ],0.3333333333333333
86438,2,A,[0.24050633 0.20253165 0.2278481  0.24050633 0.08860759 0.        ],0.24050632911392406
86438,3,A,[0.2278481  0.24050633 0.12658228 0.21518987 0.17721519 0.01265823],0.22784810126582278
86438,4,A,[0.21212121 0.18181818 0.13636364 0.3030303  0.15151515 0.01515152],0.21212121212121213
86438,5,A,[0.24242424 0.36363636 0.12121212 0.12121212 0.15151515 0.        ],0.24242424242424243
86438,6,A,[0.33333333 0.14285714 0.23809524 0.0952381  0.19047619 0.        ],0.3333333333333333
86438,7,A,[0.25 0.35 0.35 0.   0.05 0.  ],0.25
86438,8,A,[0.  0.5 0.  0.  0.5 0. ],0.0
86466,1,C,[0.20318437 0.19884205 0.22656957 0.23267595 0.13443098 0.00429709],0.22656956757734756
86466,2,C,[0.19697039 0.20584631 0.223288   0.24287399 0.12759806 0.00342324],0.22328799644656833
86466,3,C,[0.18610759 0.21680208 0.22319003 0.25254224 0.11771289 0.00364517],0.2231900276864957
86466,4,C,[0.17709312 0.22647535 0.22442838 0.25932322 0.10924848 0.00343144],0.2244283756695847
86466,5,C,[0.16539761 0.24052578 0.23014208 0.26074891 0.09942921 0.00375641],0.23014207798214295
86466,6,C,[0.15115463 0.25473824 0.2486874  0.25230873 0.08940151 0.00370949],0.24868739796260186
86466,7,C,[0.13156355 0.26452289 0.29376561 0.22653068 0.07956757 0.0040497 ],0.29376560701488713
86466,8,C,[0.10922865 0.26184573 0.35265643 0.19510035 0.07723337 0.00393546],0.3526564344746163
86499,1,B,[0.19255473 0.22444364 0.22362946 0.20386286 0.15008142 0.0054279 ],0.22444364031119957
86499,2,B,[0.1944738  0.22435249 0.22587649 0.20556296 0.14572133 0.00401293],0.22435249429459786
86499,3,B,[0.18930318 0.22204181 0.2248137  0.21165614 0.14846236 0.0037228 ],0.22204181437110254
86499,4,B,[0.1864758  0.21591205 0.21844317 0.21773253 0.15725756 0.00417889],0.21591205082615145
86499,5,B,[0.18265396 0.20945927 0.21321568 0.22272232 0.16772421 0.00422455],0.20945926891035946
86499,6,B,[0.17422258 0.20704027 0.20498101 0.2289728  0.18046735 0.00431598],0.20704027193517563
86499,7,B,[0.16782727 0.20886727 0.19705852 0.23449624 0.18722299 0.00452771],0.20886727010604167
86499,8,B,[0.16027155 0.21892956 0.19008264 0.23600945 0.18984652 0.00486029],0.21892955529319166
86703,1,A,[0.33562511 0.20368193 0.10195404 0.15419758 0.19924914 0.0052922 ],0.33562511308123755
86703,2,A,[0.35360091 0.20377093 0.09947311 0.14996784 0.18898666 0.00420055],0.35360091286434164
86703,3,A,[0.37805651 0.20199175 0.09631407 0.14456167 0.17521412 0.00386188],0.37805651150153957
86703,4,A,[0.40542293 0.1952073  0.09244516 0.13692654 0.1660287  0.00396938],0.4054229283926569
86703,5,A,[0.43422619 0.18842394 0.09228865 0.12690852 0.15455704 0.00359566],0.43422618544025
86703,6,A,[0.47151416 0.17610553 0.09062155 0.11577697 0.1427836  0.0031982 ],0.47151415565044763
86703,7,A,[0.52653718 0.15366289 0.09084478 0.09965927 0.12619072 0.00310515],0.5265371834142125
86703,8,A,[0.57101535 0.1356159  0.09346714 0.08394333 0.11300669 0.00295159],0.5710153482880755
86840,1,C,[0.26501719 0.2122761  0.2356613  0.16134431 0.12153971 0.00416139],0.2356612990772571
86840,2,C,[0.26002083 0.20845778 0.24907718 0.16105316 0.11779932 0.00359172],0.2490771799231111
86840,3,C,[0.25253901 0.20563368 0.26434135 0.16301071 0.1107945  0.00368075],0.26434134602944603
86840,4,C,[0.24917328 0.20246939 0.27580378 0.16327958 0.10529609 0.00397787],0.2758037847815993
86840,5,C,[0.2427565  0.20152343 0.29117808 0.16223061 0.09778225 0.00452912],0.291178079719341
86840,6,C,[0.23283744 0.20222005 0.30620211 0.16167308 0.09180986 0.00525746],0.306202110741651
86840,7,C,[0.21962058 0.20442369 0.32502744 0.1622403  0.08209911 0.00658888],0.3250274377535841
86840,8,C,[0.20822511 0.20885478 0.334573   0.16513184 0.07536403 0.00785124],0.33457300275482094
87207,1,E,[0.25714673 0.16844581 0.11669984 0.25601592 0.19259996 0.00909173],0.192599963814004
87207,2,E,[0.26656098 0.16327023 0.10123451 0.26940603 0.19138369 0.00814456],0.1913836940372804
87207,3,E,[0.27885412 0.15156416 0.09142042 0.27091689 0.19961769 0.00762672],0.19961769348202965
87207,4,E,[0.28405397 0.13586766 0.07902515 0.27346802 0.22033442 0.00725077],0.22033442429870556
87207,5,E,[0.28790391 0.11931674 0.06845858 0.27261037 0.24496748 0.00674292],0.24496748393937856
87207,6,E,[0.27465382 0.10185228 0.05738072 0.27028142 0.28983381 0.00599795],0.2898338134747547
87207,7,E,[0.23792643 0.07906662 0.04482583 0.25838142 0.37489723 0.00490247],0.3748972279264706
87207,8,E,[0.19016135 0.06208186 0.03640299 0.24480519 0.46296734 0.00358127],0.4629673356946084
87998,1,E,[0.30785236 0.16464628 0.35172788 0.07757373 0.09467161 0.00352813],0.09467161208612267
87998,2,E,[0.32828654 0.14906416 0.36316225 0.06696381 0.08996921 0.00255403],0.08996921380324403
87998,3,E,[0.34958082 0.13262026 0.36821422 0.05823544 0.08913046 0.0022188 ],0.08913046290785831
87998,4,E,[0.36761758 0.11628407 0.36944938 0.04994847 0.09465635 0.00204414],0.09465634590774737
87998,5,E,[0.38447915 0.10132997 0.36360457 0.04379939 0.10473104 0.00205587],0.10473104451851978
87998,6,E,[0.39683777 0.08897837 0.3517033  0.03916473 0.1214364  0.00187943],0.12143640447536469
87998,7,E,[0.41274794 0.07484866 0.32242324 0.03380484 0.15420591 0.0019694 ],0.15420591125846556
87998,8,E,[0.42134986 0.06467926 0.28545848 0.03484848 0.19163715 0.00202676],0.1916371507280598
88045,1,D,[0.2033653  0.08074    0.17333092 0.43292021 0.10018998 0.00945359],0.43292020987877694
88045,2,D,[0.20040129 0.06921151 0.17345188 0.45816294 0.09179954 0.00697284],0.4581629370950696
88045,3,D,[0.19143465 0.05969415 0.16615455 0.49347621 0.08262931 0.00661112],0.4934762077263436
88045,4,D,[0.17756028 0.05122252 0.15626663 0.53520345 0.0738072  0.00593991],0.5352034518295377
88045,5,D,[0.15896772 0.0441519  0.14382646 0.58320502 0.06454142 0.00530748],0.5832050175693893
88045,6,D,[0.13777297 0.03644608 0.1236085  0.64298635 0.05469733 0.00448876],0.6429863503492632
88045,7,D,[0.10850437 0.02821404 0.09413348 0.72296855 0.04238607 0.00379348],0.7229685546135579
88045,8,D,[0.08286108 0.02266824 0.06938213 0.78724911 0.03549784 0.0023416 ],0.7872491145218418
88655,1,D,[0.16849104 0.17586394 0.30708341 0.16279175 0.18341777 0.00235209],0.16279174959290754
88655,2,D,[0.1619913  0.15272481 0.33434805 0.17395733 0.17459679 0.00238172],0.17395732818698403
88655,3,D,[0.15338189 0.13352912 0.34633025 0.19848565 0.16602841 0.00224468],0.19848565218516315
88655,4,D,[0.14551081 0.11940691 0.34706006 0.23165649 0.15429327 0.00207246],0.23165649313144812
88655,5,D,[0.13924375 0.10506664 0.33931764 0.27375816 0.14097531 0.00163849],0.27375815721642216
88655,6,D,[0.13093227 0.09174991 0.31489402 0.33634347 0.1243913  0.00168902],0.33634347330895603
88655,7,D,[0.11846991 0.07449685 0.26360893 0.4387249  0.10302829 0.00167112],0.43872489971357664
88655,8,D,[0.10255805 0.06406926 0.20934671 0.53697363 0.08553719 0.00151515],0.5369736324281779
89149,1,A,[0.38298354 0.1223539  0.22955491 0.11253845 0.14714131 0.0054279 ],0.3829835353718111
89149,2,A,[0.41668964 0.11169186 0.22417253 0.0973556  0.14556051 0.00452986],0.41668964144036513
89149,3,A,[0.43896357 0.10145678 0.2153466  0.09131045 0.14841708 0.00450552],0.4389635676766631
89149,4,A,[0.45534309 0.09473562 0.20727965 0.08531613 0.15251243 0.00481308],0.45534308784724975
89149,5,A,[0.47256581 0.08858582 0.19923349 0.08094892 0.15368844 0.00497752],0.4725658076560799
89149,6,A,[0.49259689 0.08330836 0.18916279 0.07854103 0.15195859 0.00443235],0.4925968892477706
89149,7,A,[0.51386037 0.07978937 0.17182343 0.08363639 0.14676426 0.00412618],0.5138603676467777
89149,8,A,[0.51981503 0.07778434 0.15822511 0.09561196 0.14429359 0.00426997],0.5198150334513971
89554,1,D,[0.26691695 0.19115252 0.30111272 0.16301791 0.07436222 0.00343767],0.16301791206802968
89554,2,D,[0.24195117 0.2080136  0.31344101 0.16971082 0.06395028 0.00293311],0.16971082418171515
89554,3,D,[0.21740045 0.22725891 0.31667723 0.17578984 0.06010816 0.00276542],0.1757898413848423
89554,4,D,[0.19604534 0.25010192 0.31372238 0.18178446 0.05502486 0.00332103],0.18178446450210076
89554,5,D,[0.17347445 0.27699566 0.3098586  0.18530488 0.05068332 0.00368309],0.18530488389538458
89554,6,D,[0.15211726 0.31265493 0.2971858  0.18572834 0.04855834 0.00375533],0.18572833986255144
89554,7,D,[0.12599569 0.36318408 0.27616338 0.18391517 0.04608778 0.0046539 ],0.1839151666724028
89554,8,D,[0.10442739 0.40867769 0.25480126 0.1815427  0.04508068 0.00547029],0.18154269972451792
89637,1,E,[0.23706351 0.30029853 0.21806586 0.13818527 0.10159218 0.00479464],0.10159218382485978
89637,2,E,[0.2386428  0.31099802 0.21738348 0.13373999 0.09508876 0.00414695],0.09508875920905513
89637,3,E,[0.23425492 0.31626323 0.2155633  0.13540184 0.09411791 0.00439879],0.09411791342148161
89637,4,E,[0.23252285 0.32237177 0.21327335 0.13558737 0.09177133 0.00447334],0.09177132761803378
89637,5,E,[0.22978392 0.33111953 0.20994997 0.13477667 0.08978155 0.00458835],0.0897815529873602
89637,6,E,[0.22738252 0.34019753 0.20660656 0.13374613 0.08699316 0.0050741 ],0.08699316283317525
89637,7,E,[0.21427452 0.35831603 0.20430515 0.13446985 0.0829863  0.00564816],0.08298629833155513
89637,8,E,[0.1948839  0.38244786 0.20096419 0.13185754 0.08364817 0.00619835],0.08364817001180637
90130,1,B,[0.17961824 0.2786774  0.24633617 0.17179302 0.12000181 0.00357337],0.2786774018454858
90130,2,B,[0.1801452  0.29052367 0.24808161 0.17447426 0.10393022 0.00284504],0.29052367167516735
90130,3,B,[0.18351683 0.30048257 0.24170699 0.17849057 0.09294059 0.00286245],0.30048257303283565
90130,4,B,[0.18886536 0.31314198 0.2352295  0.17791135 0.08178843 0.00306339],0.3131419802720241
90130,5,B,[0.19228188 0.32429201 0.22796776 0.17892294 0.07295386 0.00358156],0.3242920071969633
90130,6,B,[0.19462124 0.33297602 0.22145862 0.1812431  0.06595627 0.00374475],0.3329760187872227
90130,7,B,[0.19209487 0.34497382 0.21302022 0.1833645  0.06216802 0.00437857],0.3449738241918769
90130,8,B,[0.18337269 0.36096025 0.20423062 0.18512397 0.06038961 0.00592287],0.3609602518693428
90238,1,D,[0.29487064 0.07445269 0.17400941 0.32526687 0.12547494 0.00592546],0.3252668717206441
90238,2,D,[0.2713742  0.06585336 0.17579531 0.35761767 0.12430884 0.00505062],0.3576176691326257
90238,3,D,[0.24529718 0.05737185 0.17711271 0.39368838 0.12221518 0.00431469],0.3936883846094134
90238,4,D,[0.2211215  0.04983239 0.17674205 0.42937792 0.118617   0.00430912],0.42937792323982743
90238,5,D,[0.20317885 0.04258391 0.17333063 0.46042798 0.11688861 0.00359002],0.4604279824249705
90238,6,D,[0.18562256 0.03584312 0.16707864 0.48841137 0.11986728 0.00317704],0.4884113724757314
90238,7,D,[0.1644162  0.02840142 0.15542579 0.52217009 0.12664961 0.00293689],0.5221700873036814
90238,8,D,[0.15242031 0.02292405 0.14390004 0.54380165 0.13419913 0.00275482],0.543801652892562
95509,1,E,[0.24909535 0.22186539 0.20521983 0.17771847 0.14135155 0.00474941],0.14135154695132984
95509,2,E,[0.23379896 0.23195714 0.21543828 0.17690193 0.13837706 0.00352663],0.13837706198593944
95509,3,E,[0.21255531 0.24564973 0.22497218 0.17781458 0.13561855 0.00338966],0.13561854736460785
95509,4,E,[0.19035741 0.25337765 0.23436881 0.18077089 0.1378665  0.00325874],0.13786650207811915
95509,5,E,[0.16636491 0.26105349 0.24361946 0.18124672 0.14428896 0.00342645],0.1442889614601488
95509,6,E,[0.14108753 0.25740752 0.24997796 0.18598575 0.16196222 0.00357902],0.1619622210390096
95509,7,E,[0.1095904  0.24124573 0.24280595 0.19300882 0.20971622 0.00363287],0.20971621523435857
95509,8,E,[0.08347107 0.20696576 0.22316017 0.19691067 0.28579299 0.00369933],0.285792994883904
95676,1,A,[0.32969966 0.15170979 0.1095531  0.10462276 0.30016284 0.00425185],0.3296996562330378
95676,2,A,[0.38440243 0.13821241 0.09254622 0.09364518 0.28746037 0.0037334 ],0.38440242613610254
95676,3,A,[0.43929671 0.12453101 0.07982185 0.08617422 0.26664101 0.0035352 ],0.43929671125831243
95676,4,A,[0.4969989  0.11047157 0.07063057 0.07938472 0.23933761 0.00317663],0.4969989014846944
95676,5,A,[0.55800719 0.09537104 0.06041839 0.07128434 0.21210737 0.00281167],0.5580071856827808
95676,6,A,[0.62697772 0.07697543 0.05101253 0.06217978 0.18030868 0.00254587],0.6269777183820703
95676,7,A,[0.70707951 0.05720819 0.04063464 0.0535409  0.13902432 0.00251242],0.7070795140362752
95676,8,A,[0.7695002  0.04053522 0.03337269 0.04415584 0.11001574 0.00242031],0.769500196772924
95739,1,D,[0.28595983 0.12579157 0.1850009  0.22561969 0.16831011 0.00931789],0.22561968518183462
95739,2,D,[0.2717954  0.11928885 0.18801789 0.24717793 0.16583957 0.00788035],0.2471779319640368
95739,3,D,[0.25704777 0.11054545 0.18801265 0.27297074 0.16430124 0.00712216],0.27297073511527414
95739,4,D,[0.24034552 0.10204301 0.1798564  0.30805427 0.16274448 0.00695632],0.3080542689210768
95739,5,D,[0.21817628 0.0947901  0.17533574 0.34785135 0.15725308 0.00659346],0.34785134548243907
95739,6,D,[0.1900549  0.08812505 0.16418721 0.40349157 0.14862992 0.00551134],0.4034915743114349
95739,7,D,[0.14649275 0.07709722 0.14184267 0.49870937 0.13097464 0.00488335],0.49870937396032905
95739,8,D,[0.11227863 0.06668634 0.11959858 0.59094845 0.1066706  0.00381739],0.5909484454939
95823,1,C,[0.14646282 0.1475484  0.29224715 0.2284241  0.17568301 0.00963452],0.29224715035281346
95823,2,C,[0.13946836 0.14552987 0.31100568 0.22764555 0.16763544 0.0087151 ],0.31100568242736143
95823,3,C,[0.12649429 0.14252723 0.34343869 0.22406008 0.15528696 0.00819274],0.3434386886433617
95823,4,C,[0.11534128 0.13895369 0.37713616 0.21922458 0.14117337 0.00817092],0.3771361592733944
95823,5,C,[0.10618905 0.13221318 0.42028912 0.2078941  0.12545334 0.00796122],0.4202891193872429
95823,6,C,[0.09576265 0.12221215 0.47709955 0.19321784 0.10477896 0.00692885],0.4770995461870189
95823,7,C,[0.08455035 0.10707798 0.55577225 0.16596877 0.08014883 0.00648181],0.5557722532609818
95823,8,C,[0.07955529 0.09370327 0.610488   0.14586777 0.064817   0.00556867],0.6104879968516332
96189,1,D,[0.20897413 0.15844943 0.16659128 0.20182739 0.26067487 0.0034829 ],0.2018273927989868
96189,2,D,[0.18257287 0.15171775 0.16454533 0.22408828 0.27428434 0.00279144],0.22408828439706535
96189,3,D,[0.15525461 0.14428675 0.16384519 0.25151047 0.28246048 0.00264251],0.25151046653039044
96189,4,D,[0.13383484 0.13605169 0.16326542 0.27895494 0.28498828 0.00290484],0.2789549382226702
96189,5,D,[0.11539676 0.12884877 0.16283411 0.30796911 0.28195909 0.00299215],0.30796911397259963
96189,6,D,[0.10006453 0.12255419 0.16083033 0.34283508 0.27057762 0.00313826],0.3428350793555644
96189,7,D,[0.08403792 0.11180072 0.15749079 0.40098126 0.24204879 0.00364052],0.4009812581978654
96189,8,D,[0.07111373 0.09897678 0.15051161 0.46550571 0.20999606 0.0038961 ],0.4655057064147973
96244,1,E,[0.20508413 0.24511489 0.1940474  0.16387733 0.18834811 0.00352813],0.18834810928170798
96244,2,E,[0.20348757 0.2581101  0.18636754 0.16874205 0.1805664  0.00272634],0.1805664047542465
96244,3,E,[0.19855357 0.27629894 0.18351036 0.16755505 0.1716304  0.00245168],0.1716303982197842
96244,4,E,[0.19184381 0.30032502 0.17846344 0.16330223 0.16366179 0.00240371],0.16366179318467514
96244,5,E,[0.1784689  0.32478271 0.17210669 0.16131689 0.16078106 0.00254375],0.16078106228531786
96244,6,E,[0.16082328 0.34801144 0.1666414  0.15460671 0.16745946 0.00245771],0.1674594583158496
96244,7,E,[0.13506641 0.36402155 0.15553669 0.14178913 0.20094378 0.00264244],0.2009437822417505
96244,8,E,[0.11257379 0.36591893 0.14057458 0.12630854 0.25198741 0.00263676],0.25198740653286106
96291,1,C,[0.23199747 0.17278813 0.13144563 0.2967704  0.15885652 0.00814185],0.13144563054098063
96291,2,C,[0.21899171 0.18346123 0.13004488 0.30624225 0.15444026 0.00681968],0.13004487739129103
96291,3,C,[0.20873548 0.19847595 0.13356147 0.30936748 0.14336494 0.00649468],0.13356146660801615
96291,4,C,[0.20291673 0.21151799 0.14028154 0.30783626 0.13136601 0.00608147],0.14028153701543583
96291,5,C,[0.19931245 0.22649001 0.15201047 0.29640659 0.11999921 0.00578126],0.15201046831023649
96291,6,C,[0.19048156 0.24174797 0.17892996 0.27443168 0.10911258 0.00529625],0.17892996047207835
96291,7,C,[0.18311593 0.25253441 0.22846184 0.23363964 0.09721187 0.00503631],0.228461841446113
96291,8,C,[0.17593467 0.2551161  0.27436049 0.19952774 0.09061393 0.00444707],0.27436048799685164
