CO_ITEM,TP_SEXO,TX_GABARITO,answer_distribution,correct_probability
117877,F,B,[0.19377786 0.2987751  0.23014123 0.19093617 0.08321036 0.00315927],0.29877509753627374
117877,M,B,[0.18867361 0.37895265 0.20299395 0.1568917  0.0688367  0.00365138],0.3789526538482138
117886,F,D,[0.18280525 0.15437095 0.32044451 0.19072387 0.14759039 0.00406503],0.19072387402594237
117886,M,D,[0.14605136 0.17655857 0.35790129 0.19697526 0.1176651  0.00484843],0.19697525574420224
117973,F,A,[0.2375787  0.24060833 0.24676938 0.16031013 0.11141757 0.00331589],0.2375786989826993
117973,M,A,[0.22251218 0.27287237 0.26727679 0.14297975 0.09047587 0.00388303],0.22251218467141556
118066,F,C,[0.12464109 0.2989787  0.45362198 0.04275761 0.07527608 0.00472455],0.4536219803778943
118066,M,C,[0.11752986 0.29016523 0.49574474 0.04375636 0.04813749 0.00466633],0.4957447378287183
118110,F,C,[0.20210282 0.17385123 0.31335855 0.17500931 0.12973369 0.00594441],0.3133585541313268
118110,M,C,[0.19236918 0.15977853 0.34974426 0.16979139 0.12271437 0.00560227],0.34974425579776125
118120,F,A,[0.21463897 0.23965646 0.12983026 0.14605905 0.26521601 0.00459926],0.21463896787306538
118120,M,A,[0.22618633 0.30662391 0.10823336 0.11817792 0.23648439 0.00429409],0.22618633174441646
118230,F,E,[0.05706627 0.11200862 0.05040637 0.09614334 0.67778309 0.0065923 ],0.6777830944676976
118230,M,E,[0.05848409 0.125162   0.05429763 0.10562047 0.64996295 0.00647287],0.6499629469632314
118252,F,D,[0.16697411 0.0874556  0.27590893 0.30929913 0.15339283 0.00696941],0.30929912784544206
118252,M,D,[0.17568056 0.09365111 0.24048299 0.34621585 0.13703302 0.00693647],0.3462158488657556
119767,F,D,[0.05401648 0.05581407 0.05025337 0.7718269  0.06489686 0.00319233],0.7718268953012052
119767,M,D,[0.05312651 0.04654143 0.04298109 0.7900715  0.06422527 0.0030542 ],0.7900715012586363
120124,F,C,[0.086769   0.09283174 0.66803647 0.05636657 0.093051   0.00294523],0.6680364669072736
120124,M,C,[0.08947967 0.08365379 0.7123092  0.05479487 0.05694258 0.00281988],0.7123091960794815
120368,F,B,[0.13120587 0.06345339 0.35319703 0.26594862 0.18313066 0.00306443],0.06345339314862057
120368,M,B,[0.13410101 0.0796208  0.35384018 0.2297239  0.1997081  0.003006  ],0.0796208023137486
120622,F,B,[0.10337975 0.38480627 0.18331425 0.23761698 0.08647404 0.00440871],0.3848062673799025
120622,M,B,[0.10652081 0.47301966 0.15149965 0.17271571 0.09212013 0.00412404],0.4730196561512506
120626,F,B,[0.2368313  0.39771481 0.11491531 0.14630267 0.09942087 0.00481504],0.39771481472458403
120626,M,B,[0.2764153  0.38146055 0.11989181 0.14364656 0.07408548 0.00450029],0.3814605538000107
125654,F,E,[0.07574592 0.11612037 0.13922107 0.2003931  0.4615145  0.00700504],0.46151450079873596
125654,M,E,[0.0784184  0.10966606 0.13580821 0.17993278 0.48941005 0.0067645 ],0.48941004766750573
125706,F,E,[0.14892249 0.11939884 0.11849918 0.33347052 0.27356793 0.00614104],0.27356793083886416
125706,M,E,[0.14594692 0.10747282 0.1093996  0.36204006 0.26906165 0.00607895],0.2690616464035135
125944,F,D,[0.15774252 0.0734228  0.11749858 0.55867664 0.08517675 0.00748271],0.5586766389748338
125944,M,D,[0.15424723 0.07273847 0.11916073 0.57653313 0.06989851 0.00742194],0.5765331262385518
126560,F,C,[0.15242196 0.1107537  0.36545476 0.21989514 0.14937232 0.00210212],0.3654547574383372
126560,M,C,[0.12625596 0.11968025 0.45530636 0.17691206 0.11945664 0.00238873],0.4553063574527342
140190,F,C,[0.06878961 0.07917927 0.57793418 0.07401185 0.19474975 0.00533535],0.5779341799818327
140190,M,C,[0.06872556 0.07187483 0.62218949 0.06785255 0.1641061  0.00525146],0.6221894917251353
140378,F,A,[0.46510359 0.08477042 0.18749935 0.17625875 0.07883733 0.00753057],0.46510359204953206
140378,M,A,[0.46767447 0.08507712 0.20013791 0.16426946 0.07517808 0.00766295],0.4676744684269723
140429,F,B,[0.17005158 0.43141138 0.09324068 0.10817129 0.19135294 0.00577213],0.4314113785938767
140429,M,B,[0.17309464 0.48238043 0.08196669 0.09163542 0.16536875 0.00555407],0.48238042954314175
140441,F,D,[0.14386296 0.07764966 0.30946928 0.41538881 0.04780322 0.00582607],0.41538880516759535
140441,M,D,[0.13991752 0.06928124 0.30101896 0.43970328 0.04428793 0.00579107],0.4397032831664078
140506,F,D,[0.26009122 0.11726105 0.22870037 0.31676928 0.07039491 0.00678316],0.31676927842299246
140506,M,D,[0.26920759 0.11486396 0.19942826 0.34740373 0.06238686 0.0067096 ],0.34740372770606825
140527,F,A,[0.61803793 0.21968405 0.05552759 0.05434645 0.04611408 0.0062899 ],0.618037927961421
140527,M,A,[0.58241052 0.24226715 0.05808371 0.06056328 0.05042374 0.0062516 ],0.5824105195503061
140550,F,A,[0.54945898 0.09291526 0.09213915 0.17981739 0.07996234 0.00570687],0.5494589825600618
140550,M,A,[0.62162311 0.08156232 0.07605377 0.13784613 0.07747309 0.00544159],0.6216231053505437
140567,F,A,[0.65691044 0.0586174  0.06796331 0.09303397 0.11780935 0.00566554],0.65691044184065
140567,M,A,[0.57773938 0.07511757 0.08329031 0.09554766 0.16220099 0.00610409],0.5777393784221377
140568,F,A,[0.44933073 0.19075085 0.09057561 0.06653436 0.19512823 0.00768022],0.4493307323660334
140568,M,A,[0.43745514 0.24703283 0.08635585 0.06463633 0.1570738  0.00744604],0.43745514434149213
140572,F,B,[0.22943908 0.42161425 0.17500844 0.0674871  0.10125066 0.00520048],0.42161424708261264
140572,M,B,[0.2331798  0.4573657  0.14865969 0.06332816 0.09233169 0.00513497],0.4573657008194526
140585,F,C,[0.24126872 0.26869895 0.23324917 0.18819541 0.06303575 0.005552  ],0.23324916733082982
140585,M,C,[0.22948824 0.28045231 0.26792218 0.16792887 0.04872797 0.00548042],0.2679221787799261
140626,F,E,[0.08297099 0.07339925 0.1131918  0.12351463 0.60234525 0.00457809],0.6023452469151572
140626,M,E,[0.08758031 0.07376551 0.10688511 0.11905313 0.60839881 0.00431713],0.6083988115460937
140631,F,B,[0.06620982 0.32970306 0.13694667 0.27517758 0.18463939 0.00732349],0.3297030581667705
140631,M,B,[0.06852606 0.32931953 0.14175191 0.28194794 0.17130041 0.00715414],0.32931953296556155
140639,F,B,[0.09374967 0.46028072 0.31516137 0.06447748 0.06121032 0.00512044],0.46028072349118954
140639,M,B,[0.08387606 0.58075893 0.24356221 0.04296369 0.04368941 0.0051497 ],0.5807589309624551
140643,F,B,[0.12504829 0.28479809 0.19667872 0.13504728 0.25148349 0.00694413],0.2847980886022643
140643,M,B,[0.09582106 0.40582722 0.16247657 0.11610519 0.21298672 0.00678325],0.40582721868137756
140682,F,E,[0.14391516 0.13852674 0.39189396 0.07966129 0.23896648 0.00703636],0.2389664809330071
140682,M,E,[0.15317739 0.12645814 0.33800412 0.07487146 0.30085025 0.00663864],0.30085024904932783
140721,F,E,[0.04152644 0.39789144 0.05562004 0.08476433 0.4147171  0.00548065],0.4147171013019918
140721,M,E,[0.04324889 0.47073403 0.05047935 0.06898399 0.3611242  0.00542954],0.3611242033099459
140731,F,D,[0.05998007 0.08682353 0.0795255  0.64029328 0.1296988  0.00367882],0.6402932836011548
140731,M,D,[0.05846189 0.09593325 0.08444255 0.64640683 0.11130178 0.0034537 ],0.6464068312295911
140767,F,B,[0.0304814  0.7185874  0.04304729 0.17040595 0.03366289 0.00381507],0.718587401749142
140767,M,B,[0.04009409 0.74583057 0.03255048 0.15043074 0.02732449 0.00376964],0.7458305652513563
140827,F,B,[0.19924459 0.45895124 0.05690167 0.15179202 0.12912463 0.00398585],0.4589512370836219
140827,M,B,[0.19609287 0.45583391 0.06255423 0.15755316 0.12405602 0.00390981],0.4558339135557817
140898,F,C,[0.36112436 0.20834566 0.18465592 0.06640297 0.17494579 0.0045253 ],0.18465591708459642
140898,M,C,[0.35808071 0.20552327 0.18664373 0.07050372 0.17454475 0.00470382],0.18664372556370842
140914,F,C,[0.33789141 0.13650641 0.27515844 0.11098688 0.13313832 0.00631854],0.2751584420646715
140914,M,C,[0.33486423 0.15934471 0.26618553 0.11400836 0.11942049 0.00617669],0.266185528359488
141030,F,E,[0.06345426 0.1417095  0.09552638 0.13456786 0.55989127 0.00485071],0.5598912744623759
141030,M,E,[0.05840073 0.1199052  0.09183895 0.11115366 0.61372583 0.00497563],0.613725831503401
141048,F,B,[0.04270192 0.82820826 0.05586279 0.0362781  0.03221568 0.00473325],0.8282082560409844
141048,M,B,[0.05292834 0.78681511 0.07098441 0.04933453 0.03500884 0.00492877],0.7868151143484549
141072,F,B,[0.11099471 0.39707965 0.03727347 0.18598975 0.26347845 0.00518395],0.39707965433353404
141072,M,B,[0.11275909 0.46458411 0.03465267 0.16223689 0.22043945 0.00532778],0.4645841144020138
141148,F,D,[0.12413644 0.10179533 0.17457862 0.44223434 0.152636   0.00461927],0.44223433764082287
141148,M,D,[0.11037572 0.08923464 0.17106877 0.49197285 0.1327366  0.00461143],0.49197284558941673
141203,F,C,[0.04656509 0.20914614 0.67858448 0.03687063 0.02543252 0.00340115],0.6785844798123406
141203,M,C,[0.04725778 0.19989422 0.68447459 0.04005945 0.02523298 0.00308098],0.6844745862567618
141210,F,C,[0.16563147 0.13871636 0.436853   0.11387164 0.14285714 0.00207039],0.43685300207039335
141210,M,C,[0.20215633 0.1671159  0.37466307 0.09433962 0.15902965 0.00269542],0.3746630727762803
141261,F,E,[0.17584024 0.09035374 0.16824442 0.09054342 0.4707948  0.00422338],0.47079480316988537
141261,M,E,[0.19255128 0.09244149 0.16615741 0.086629   0.45819319 0.00402764],0.4581931872958063
141322,F,A,[0.86952065 0.02896505 0.03086009 0.03547414 0.03000393 0.00517612],0.8695206540237845
141322,M,A,[0.85805795 0.033465   0.03326281 0.03822639 0.03176718 0.00522066],0.8580579508328424
141355,F,A,[0.21551079 0.13227694 0.13458353 0.33908168 0.17336137 0.00518569],0.21551079076598603
141355,M,A,[0.22201944 0.13476113 0.13525655 0.3705064  0.13216084 0.00529565],0.22201944191526968
141364,F,A,[0.69971705 0.19816569 0.03103585 0.02417525 0.04223817 0.00466799],0.6997170490970281
141364,M,A,[0.69719351 0.2013296  0.03312758 0.02745702 0.03603048 0.00486182],0.6971935086497777
141384,F,D,[0.11729846 0.18107031 0.10356073 0.29924059 0.29320657 0.00562334],0.2992405917954679
141384,M,D,[0.11159151 0.1603958  0.08691018 0.32732446 0.30813695 0.0056411 ],0.327324460393123
141390,F,A,[0.68760028 0.05602985 0.10307957 0.08835864 0.06135649 0.00357517],0.6876002770343405
141390,M,A,[0.661787   0.07507766 0.12300359 0.08291602 0.05319747 0.00401826],0.6617869958759574
141410,F,B,[0.08259521 0.56586439 0.1224363  0.09653394 0.13014262 0.00242753],0.565864392386428
141410,M,B,[0.0683386  0.59595763 0.13632237 0.09391436 0.1030542  0.00241283],0.5959576348347705
141427,F,E,[0.27418569 0.24233805 0.29143334 0.09751017 0.09173282 0.00279993],0.09173282195671165
141427,M,E,[0.2683386  0.24641423 0.27901291 0.1043597  0.09892614 0.00294842],0.09892614214557335
141440,F,E,[0.0578431  0.08156504 0.12605846 0.0739579  0.65573959 0.00483592],0.6557395877200004
141440,M,E,[0.06370575 0.08918778 0.13560736 0.07006186 0.63688072 0.00455653],0.6368807241176155
141464,F,B,[0.20043209 0.41144971 0.09537418 0.16705909 0.12233806 0.00334687],0.41144970591896296
141464,M,B,[0.21241605 0.41425699 0.09673811 0.15737559 0.11570608 0.00350718],0.4142569885688488
141503,F,C,[0.25738439 0.0944005  0.40613722 0.18152362 0.05866098 0.0018933 ],0.40613721552645227
141503,M,C,[0.21309785 0.09233303 0.46225296 0.17692009 0.05300064 0.00239543],0.46225295913448666
141545,F,B,[0.09124036 0.27241333 0.32457218 0.23764483 0.07101789 0.00311142],0.27241333105951715
141545,M,B,[0.08456296 0.29619731 0.3037826  0.24091639 0.07079294 0.00374779],0.2961973113384393
141547,F,B,[0.17224332 0.42665899 0.09722043 0.2463735  0.05551128 0.00199249],0.4266589867364589
141547,M,B,[0.19114402 0.41339109 0.11197177 0.21438059 0.06687376 0.00223877],0.41339108778319317
141574,F,A,[0.30572097 0.13036972 0.08414744 0.10379826 0.37384932 0.0021143 ],0.30572096794963266
141574,M,A,[0.34824193 0.13092764 0.08939666 0.08809384 0.34079187 0.00254807],0.3482419259814686
141597,F,B,[0.11483004 0.20604081 0.15578483 0.31654219 0.20474787 0.00205427],0.20604081036024904
141597,M,B,[0.10535724 0.25509882 0.15701087 0.30093996 0.17915484 0.00243827],0.25509881634620535
141605,F,D,[0.14561008 0.23659029 0.12020106 0.36538341 0.13005823 0.00215694],0.36538341065468505
141605,M,D,[0.13300171 0.22945075 0.10635745 0.34476729 0.18370735 0.00271544],0.3447672861657115
141712,F,D,[0.07505769 0.05659279 0.18716176 0.34592488 0.33314685 0.00211604],0.34592488053764153
141712,M,D,[0.09377511 0.05984682 0.16862782 0.37944272 0.29578089 0.00252665],0.37944271865459805
141725,F,E,[0.24810583 0.1862386  0.31064129 0.11967292 0.13369082 0.00165055],0.1336908213232914
141725,M,E,[0.26631809 0.20861095 0.27679155 0.11925044 0.12686385 0.00216512],0.12686385303411707
141726,F,A,[0.3774358  0.25796822 0.06259114 0.13384309 0.16636678 0.00179498],0.37743579659554033
141726,M,A,[0.33378903 0.23264822 0.06656446 0.1347705  0.22997563 0.00225216],0.33378903111777625
141731,F,E,[0.25900188 0.37295226 0.10496678 0.1348576  0.12616722 0.00205427],0.12616721597889527
141731,M,E,[0.28564351 0.30934337 0.12458492 0.15199106 0.12571233 0.00272481],0.12571233463660222
