CO_ITEM,NSE_CLASS,TP_COR_RACA,TX_GABARITO,answer_distribution,correct_probability
97727,Very High,1,E,[0.1038673  0.06384912 0.06666997 0.20709575 0.5566733  0.00184457],0.5566732951222365
97727,Very High,2,E,[0.13036362 0.09293389 0.08695652 0.22116274 0.46609265 0.00249057],0.46609264925638655
97727,Very High,3,E,[0.12332891 0.08226558 0.07746457 0.21053444 0.50435333 0.00205317],0.504353329834203
97727,Very High,4,E,[0.10042973 0.05554671 0.05491007 0.20133694 0.58602578 0.00175076],0.5860257838612128
97727,Very High,5,E,[0.12718204 0.10723192 0.10473815 0.22942643 0.42643392 0.00498753],0.42643391521197005
97727,Very Low,0,E,[0.20485612 0.1323741  0.1426259  0.20233813 0.31510791 0.00269784],0.31510791366906477
97727,Very Low,1,E,[0.20089176 0.12524428 0.13600228 0.20783607 0.32742624 0.00259937],0.32742624039464946
97727,Very Low,2,E,[0.20554871 0.1353039  0.14803051 0.20900586 0.29854584 0.00356518],0.29854583954538577
97727,Very Low,3,E,[0.21037551 0.13294617 0.14872625 0.20408947 0.30134583 0.00251678],0.3013458266376784
97727,Very Low,4,E,[0.21287129 0.13432343 0.13712871 0.20247525 0.31006601 0.00313531],0.3100660066006601
97727,Very Low,5,E,[0.20860342 0.13965822 0.17088981 0.19387154 0.28196818 0.00500884],0.2819681791396582
97761,Medium,0,C,[0.10319241 0.07804142 0.49257981 0.10724763 0.21604832 0.00289042],0.4925798101811907
97761,Medium,1,C,[0.0877062  0.07037853 0.516638   0.103434   0.22000739 0.00183588],0.5166380032461566
97761,Medium,2,C,[0.09711531 0.08066465 0.48514105 0.10784933 0.22684978 0.00237989],0.4851410450644961
97761,Medium,3,C,[0.09816161 0.07771164 0.49340392 0.10346946 0.22521541 0.00203796],0.4934039168203641
97761,Medium,4,C,[0.09879673 0.07911474 0.50171895 0.10227761 0.21559948 0.00249248],0.5017189514396219
97761,Medium,5,C,[0.12766672 0.08987065 0.45691248 0.10213338 0.22156896 0.00184781],0.4569124811019654
97761,Very High,0,C,[0.0847308  0.0739188  0.54766108 0.11032657 0.1798323  0.00353045],0.5476610767872904
97761,Very High,1,C,[0.08405392 0.06476241 0.56484339 0.10842474 0.17606648 0.00184907],0.5648433914897829
97761,Very High,2,C,[0.08482175 0.07642496 0.53034939 0.11435281 0.19156052 0.00249057],0.5303493915889845
97761,Very High,3,C,[0.08521412 0.06861898 0.55196209 0.10552966 0.1864985  0.00217666],0.5519620858933588
97761,Very High,4,C,[0.08228553 0.05077192 0.60162343 0.11363998 0.14976922 0.00190992],0.6016234282985835
97761,Very High,5,C,[0.09226933 0.10224439 0.52119701 0.08977556 0.19451372 0.        ],0.5211970074812967
97761,Very Low,0,C,[0.12931655 0.09244604 0.45341727 0.10305755 0.21978417 0.00197842],0.45341726618705036
97761,Very Low,1,C,[0.1117541  0.08283844 0.46606584 0.10169813 0.23534769 0.0022958 ],0.4660658381557727
97761,Very Low,2,C,[0.12210194 0.08932391 0.44994706 0.10732266 0.22875478 0.00254964],0.4499470625094531
97761,Very Low,3,C,[0.12864519 0.0914016  0.45055653 0.10283935 0.22409963 0.0024577 ],0.4505565270819548
97761,Very Low,4,C,[0.12854785 0.08729373 0.45280528 0.10313531 0.22689769 0.00132013],0.4528052805280528
97761,Very Low,5,C,[0.16529169 0.10783736 0.40807307 0.09752504 0.21714791 0.00412493],0.40807307012374777
97915,Medium,0,C,[0.11393443 0.22704918 0.20224331 0.20901639 0.24322692 0.00452977],0.20224331320103536
97915,Medium,1,C,[0.11229032 0.21774785 0.19272845 0.24285623 0.23145406 0.00292309],0.1927284545547755
97915,Medium,2,C,[0.11470684 0.23717284 0.20455981 0.20645513 0.23356008 0.00354529],0.20455981304398496
97915,Medium,3,C,[0.11344454 0.23239578 0.19820104 0.21361771 0.23917841 0.00316253],0.19820103622566065
97915,Medium,4,C,[0.1150838  0.22741728 0.19746455 0.222948   0.23394929 0.00313709],0.1974645466265578
97915,Medium,5,C,[0.11573996 0.23954309 0.21165799 0.18797245 0.24256677 0.00251974],0.2116579875692928
97915,Very High,0,C,[0.10701677 0.19947043 0.21932921 0.26765225 0.19969109 0.00684025],0.21932921447484555
97915,Very High,1,C,[0.10961696 0.18622061 0.18695394 0.30579375 0.20782008 0.00359466],0.18695393973204244
97915,Very High,2,C,[0.11449513 0.21184089 0.20273251 0.25830783 0.20863872 0.00398491],0.202732512630755
97915,Very High,3,C,[0.1124919  0.19849332 0.19295131 0.27557195 0.21599926 0.00449227],0.19295131063015222
97915,Very High,4,C,[0.11268502 0.16664014 0.19035493 0.32213911 0.20531593 0.00286487],0.19035492599076875
97915,Very High,5,C,[0.09975062 0.21446384 0.18952618 0.28927681 0.20698254 0.        ],0.18952618453865336
97915,Very Low,0,C,[0.12733813 0.26366906 0.19910072 0.16456835 0.24226619 0.00305755],0.19910071942446042
97915,Very Low,1,C,[0.11647851 0.2513234  0.20098662 0.18789489 0.24018594 0.00313063],0.2009866236599943
97915,Very Low,2,C,[0.1138048  0.2575571  0.21293835 0.16970247 0.24191353 0.00408375],0.21293835483243664
97915,Very Low,3,C,[0.11573636 0.25896824 0.20531832 0.17144815 0.24588217 0.00264675],0.20531831931184422
97915,Very Low,4,C,[0.12211221 0.24834983 0.2029703  0.17260726 0.2519802  0.0019802 ],0.20297029702970298
97915,Very Low,5,C,[0.1175604  0.27312905 0.21479081 0.14790807 0.24189747 0.0047142 ],0.2147908073070124
98106,Medium,0,E,[0.1108283  0.40327869 0.21186368 0.11704055 0.15314927 0.00383952],0.15314926660914582
98106,Medium,1,E,[0.11179895 0.42132907 0.2155831  0.10105065 0.14838302 0.00185522],0.14838301552080693
98106,Medium,2,E,[0.10353119 0.43024418 0.22522434 0.11193439 0.12656947 0.00249643],0.12656946753111334
98106,Medium,3,E,[0.1059773  0.43106495 0.22104622 0.11105812 0.12870282 0.00215059],0.12870281723851493
98106,Medium,4,E,[0.10790718 0.42544048 0.21663086 0.11448217 0.13317576 0.00236356],0.13317576278470133
98106,Medium,5,E,[0.10129347 0.41474887 0.23299177 0.1221233  0.12615488 0.00268772],0.1261548798924912
98106,Very High,0,E,[0.1337158  0.34554281 0.17740512 0.10260371 0.23808473 0.00264784],0.2380847308031774
98106,Very High,1,E,[0.12754078 0.35264133 0.18520835 0.09759576 0.23497125 0.00204252],0.23497125169835428
98106,Very High,2,E,[0.11762613 0.39109087 0.20849641 0.10375009 0.17668825 0.00234825],0.17668825161887142
98106,Very High,3,E,[0.1261385  0.37637778 0.19815369 0.09887616 0.19818457 0.00226929],0.19818456883509833
98106,Very High,4,E,[0.12987426 0.31577272 0.17714468 0.11029763 0.26468248 0.00222823],0.26468247652395355
98106,Very High,5,E,[0.11471322 0.3840399  0.25187032 0.12219451 0.12718204 0.        ],0.12718204488778054
98106,Very Low,0,E,[0.10539568 0.41726619 0.20683453 0.14280576 0.125      0.00269784],0.125
98106,Very Low,1,E,[0.10154634 0.44272839 0.21946684 0.1205768  0.11338583 0.0022958 ],0.11338582677165354
98106,Very Low,2,E,[0.10099177 0.42952832 0.21967978 0.13139301 0.11538212 0.003025  ],0.11538212225319246
98106,Very Low,3,E,[0.10042892 0.43235419 0.21760091 0.13246172 0.11503923 0.00211504],0.11503922866055392
98106,Very Low,4,E,[0.0970297  0.42937294 0.23168317 0.12557756 0.1140264  0.00231023],0.11402640264026402
98106,Very Low,5,E,[0.09870359 0.39746612 0.20182675 0.15969358 0.13818503 0.00412493],0.13818503241013552
111431,Medium,0,E,[0.41794651 0.13373598 0.12044866 0.13921484 0.18507334 0.00358067],0.18507333908541845
111431,Medium,1,E,[0.43055682 0.13022543 0.11053956 0.14219249 0.18421455 0.00227115],0.18421454812069202
111431,Medium,2,E,[0.40905829 0.14395859 0.13049505 0.14141922 0.17234548 0.00272338],0.17234547606926204
111431,Medium,3,E,[0.40480733 0.136962   0.13360412 0.14304419 0.17905163 0.00253073],0.17905162825404425
111431,Medium,4,E,[0.40537172 0.13429308 0.12664375 0.14542329 0.18586162 0.00240653],0.18586162440911044
111431,Medium,5,E,[0.38400806 0.14664875 0.1461448  0.1432891  0.17671762 0.00319167],0.1767176213673778
111431,Very High,0,E,[0.41659312 0.11937335 0.08737864 0.16019417 0.21315093 0.0033098 ],0.21315092674315975
111431,Very High,1,E,[0.40469871 0.1218991  0.079411   0.1618003  0.22970298 0.00248792],0.22970297920584504
111431,Very High,2,E,[0.41877179 0.14004127 0.09506867 0.14865153 0.19419341 0.00327332],0.19419341065964563
111431,Very High,3,E,[0.41118898 0.12941122 0.09263948 0.15350891 0.21017938 0.00307203],0.21017938188891291
111431,Very High,4,E,[0.38039153 0.11745981 0.0685978  0.17045997 0.26134012 0.00175076],0.26134012414451696
111431,Very High,5,E,[0.42643392 0.14962594 0.13216958 0.13965087 0.14962594 0.00249377],0.14962593516209477
111431,Very Low,0,E,[0.37482014 0.14838129 0.14982014 0.14514388 0.17859712 0.00323741],0.17859712230215827
111431,Very Low,1,E,[0.39656579 0.13607817 0.14590646 0.14129589 0.17736458 0.00278911],0.1773645764158998
111431,Very Low,2,E,[0.37648279 0.1486139  0.15276247 0.14290962 0.176163   0.00306821],0.1761630042566064
111431,Very Low,3,E,[0.36640987 0.14404126 0.16147556 0.1464576  0.17913437 0.00248133],0.17913436997825882
111431,Very Low,4,E,[0.3640264  0.14257426 0.1630363  0.14834983 0.180033   0.0019802 ],0.18003300330033004
111431,Very Low,5,E,[0.35297584 0.14113141 0.18562169 0.1426046  0.17413082 0.00353565],0.1741308190925162
111516,Medium,0,C,[0.12213115 0.15280414 0.32446074 0.1933132  0.20241588 0.00487489],0.3244607420189819
111516,Medium,1,C,[0.10620426 0.13681254 0.3699361  0.18979956 0.19406135 0.00318619],0.36993610217461537
111516,Medium,2,C,[0.12986941 0.15795575 0.29210037 0.20220446 0.21393828 0.00393172],0.29210037231726094
111516,Medium,3,C,[0.12375575 0.15101124 0.30961641 0.20161523 0.21052205 0.00347931],0.30961641347656527
111516,Medium,4,C,[0.1203266  0.14439192 0.32075634 0.19660507 0.21443919 0.00348088],0.3207563386334336
111516,Medium,5,C,[0.14026541 0.16579876 0.26574836 0.21014614 0.21283387 0.00520746],0.26574836217033426
111516,Very High,0,C,[0.08737864 0.11275375 0.49757282 0.1511474  0.14717564 0.00397176],0.4975728155339806
111516,Very High,1,C,[0.07242862 0.10056057 0.53988771 0.15257295 0.13143238 0.00311777],0.5398877061644637
111516,Very High,2,C,[0.09755924 0.12630755 0.42268555 0.18316374 0.1658009  0.00448303],0.4226855475699139
111516,Very High,3,C,[0.08712835 0.11582636 0.46796752 0.17200284 0.1527216  0.00435333],0.4679675198369817
111516,Very High,4,C,[0.05777495 0.09804234 0.5631068  0.14722266 0.13019258 0.00366067],0.5631067961165048
111516,Very High,5,C,[0.11471322 0.12718204 0.36408978 0.21446384 0.17206983 0.0074813 ],0.3640897755610973
111516,Very Low,0,C,[0.15107914 0.1705036  0.24226619 0.20683453 0.22517986 0.00413669],0.2422661870503597
111516,Very Low,1,C,[0.13818423 0.16529741 0.26397875 0.20265629 0.22641116 0.00347216],0.2639787496442463
111516,Very Low,2,C,[0.15146604 0.17588211 0.23891014 0.204598   0.22475746 0.00438625],0.2389101359089043
111516,Very Low,3,C,[0.15049863 0.17095189 0.24012785 0.20821911 0.22671684 0.00348568],0.24012784762264863
111516,Very Low,4,C,[0.14917492 0.16435644 0.24422442 0.21006601 0.22887789 0.00330033],0.24422442244224424
111516,Very Low,5,C,[0.15880966 0.17913966 0.21832646 0.21538008 0.22480849 0.00353565],0.218326458456099
111558,Medium,0,D,[0.17467645 0.4119931  0.14111303 0.15638481 0.11233822 0.00349439],0.15638481449525454
111558,Medium,1,D,[0.1698622  0.44129931 0.12850563 0.15078571 0.10737853 0.00216862],0.15078571304208202
111558,Medium,2,D,[0.18039906 0.38815455 0.14925813 0.15555133 0.12373569 0.00290125],0.15555133009881436
111558,Medium,3,D,[0.18083968 0.4032551  0.14311811 0.15276409 0.11763836 0.00238466],0.1527640897123629
111558,Medium,4,D,[0.18461538 0.39162011 0.13785991 0.16085088 0.12230339 0.00275032],0.1608508809626128
111558,Medium,5,D,[0.19620359 0.3720813  0.15420796 0.1567277  0.11842768 0.00235176],0.1567277003191668
111558,Very High,0,D,[0.15313327 0.44307149 0.0984113  0.20895852 0.09223301 0.00419241],0.20895851721094438
111558,Very High,1,D,[0.14921673 0.43503514 0.09332176 0.21914844 0.10140187 0.00187606],0.21914843841384957
111558,Very High,2,D,[0.16750872 0.43094001 0.11798193 0.17505159 0.10659646 0.0019213 ],0.17505159040774212
111558,Very High,3,D,[0.15764611 0.44576863 0.10485041 0.18705425 0.10200994 0.00267066],0.18705424681218932
111558,Very High,4,D,[0.14658603 0.39137355 0.07703326 0.28012096 0.10313544 0.00175076],0.28012096132420816
111558,Very High,5,D,[0.16458853 0.4563591  0.11720698 0.16957606 0.09226933 0.        ],0.16957605985037408
111558,Very Low,0,D,[0.19910072 0.33938849 0.16097122 0.1602518  0.13705036 0.00323741],0.16025179856115107
111558,Very Low,1,D,[0.19311261 0.35402713 0.15461531 0.16455744 0.13091737 0.00277014],0.1645574423678968
111558,Very Low,2,D,[0.19560943 0.31980726 0.16304747 0.176163   0.14159158 0.00378125],0.1761630042566064
111558,Very Low,3,D,[0.20235845 0.32679719 0.16070163 0.16878958 0.13868868 0.00266448],0.1687895831364023
111558,Very Low,4,D,[0.20775578 0.32409241 0.16237624 0.16171617 0.14191419 0.00214521],0.1617161716171617
111558,Very Low,5,D,[0.20506777 0.32086034 0.16588097 0.17000589 0.13347083 0.0047142 ],0.17000589275191513
111613,Medium,0,A,[0.14943917 0.32359793 0.17308024 0.24400345 0.10517688 0.00470233],0.14943917169974116
111613,Medium,1,A,[0.16541083 0.30946241 0.15496432 0.26455015 0.10255765 0.00305464],0.1654108283889739
111613,Medium,2,A,[0.12211025 0.33350917 0.18117191 0.24961818 0.11004521 0.00354529],0.12211024761858029
111613,Medium,3,A,[0.13280337 0.33372344 0.17324222 0.24989089 0.10716875 0.00317133],0.13280337054922775
111613,Medium,4,A,[0.1522991  0.32501074 0.16403094 0.24984959 0.10502793 0.00378169],0.1522990975504942
111613,Medium,5,A,[0.12665883 0.35998656 0.17890139 0.21770536 0.11338821 0.00335965],0.12665882748194188
111613,Very High,0,A,[0.28618711 0.25022065 0.1266549  0.23786408 0.09488085 0.00419241],0.2861871138570168
111613,Very High,1,A,[0.31920513 0.21944537 0.11268075 0.24988078 0.09470743 0.00408055],0.31920512520582706
111613,Very High,2,A,[0.21383335 0.26869708 0.15583861 0.25667117 0.10054793 0.00441187],0.2138333451931972
111613,Very High,3,A,[0.25006947 0.25519466 0.1349841  0.25854457 0.09637531 0.00483189],0.2500694680292692
111613,Very High,4,A,[0.38086901 0.19306064 0.09613242 0.23635206 0.09056183 0.00302403],0.3808690116186535
111613,Very High,5,A,[0.15461347 0.29925187 0.1521197  0.26932668 0.12468828 0.        ],0.1546134663341646
111613,Very Low,0,A,[0.13093525 0.33651079 0.18884892 0.21888489 0.12158273 0.00323741],0.13093525179856116
111613,Very Low,1,A,[0.12008348 0.34484394 0.18461247 0.23229295 0.11547292 0.00269424],0.12008348354046106
111613,Very Low,2,A,[0.11453944 0.34418012 0.19586872 0.21993907 0.12160498 0.00386768],0.11453944383224217
111613,Very Low,3,A,[0.12152614 0.35214222 0.18956187 0.2143161  0.11961197 0.00284171],0.12152613668588713
111613,Very Low,4,A,[0.11221122 0.35709571 0.2        0.21353135 0.11320132 0.0039604 ],0.11221122112211221
111613,Very Low,5,A,[0.14908662 0.34354744 0.19652328 0.17796111 0.12669417 0.00618739],0.14908662345315263
111668,Medium,0,B,[0.09771355 0.22553926 0.3880069  0.17394305 0.10901639 0.00578085],0.22553925798101812
111668,Medium,1,B,[0.08455483 0.23238264 0.39654956 0.18005142 0.10219396 0.00426759],0.23238263635114978
111668,Medium,2,B,[0.0995872  0.22032963 0.40077776 0.16996559 0.10453712 0.00480271],0.22032962651733085
111668,Medium,3,B,[0.09555697 0.22330593 0.40268489 0.1705355  0.10382319 0.00409351],0.22330592591549692
111668,Medium,4,B,[0.09746455 0.22965191 0.39179201 0.16940266 0.10713365 0.00455522],0.22965191233347657
111668,Medium,5,B,[0.11389216 0.21081807 0.40047035 0.16529481 0.10515706 0.00436755],0.2108180749202083
111668,Very High,0,B,[0.07965578 0.26588703 0.35348632 0.17917034 0.11562224 0.00617829],0.26588702559576344
111668,Very High,1,B,[0.07420121 0.26455186 0.34859678 0.19291955 0.11452981 0.00520079],0.2645518594167559
111668,Very High,2,B,[0.08012524 0.23318864 0.38084395 0.18892763 0.11150644 0.0054081 ],0.23318864299437841
111668,Very High,3,B,[0.08075272 0.25073327 0.36424403 0.18762543 0.11043873 0.00620581],0.250733273642286
111668,Very High,4,B,[0.07385007 0.28951138 0.32182079 0.18176031 0.12732771 0.00572975],0.2895113799140538
111668,Very High,5,B,[0.08977556 0.23441397 0.40149626 0.17705736 0.09725686 0.        ],0.2344139650872818
111668,Very Low,0,B,[0.12751799 0.21043165 0.38363309 0.15791367 0.11528777 0.00521583],0.210431654676259
111668,Very Low,1,B,[0.10881321 0.21944787 0.40248553 0.16112323 0.10422161 0.00390855],0.21944787022104165
111668,Very Low,2,B,[0.12108641 0.2121821  0.39785225 0.15604676 0.10812212 0.00471036],0.21218210496748124
111668,Very Low,3,B,[0.1182177  0.21318178 0.40253687 0.15486459 0.10763659 0.00356248],0.2131817752150487
111668,Very Low,4,B,[0.11815182 0.2029703  0.40594059 0.16287129 0.10693069 0.00313531],0.20297029702970298
111668,Very Low,5,B,[0.13229228 0.22598704 0.38774308 0.13317619 0.11579258 0.00500884],0.22598703594578667
111694,Medium,0,A,[0.22044866 0.34900777 0.12023296 0.19887834 0.10763589 0.00379638],0.22044866264020707
111694,Medium,1,A,[0.22529255 0.35637885 0.11353229 0.19685483 0.10558908 0.0023524 ],0.2252925506704145
111694,Medium,2,A,[0.22988597 0.32678047 0.12364368 0.20977348 0.10702128 0.00289512],0.22988597400526273
111694,Medium,3,A,[0.22926845 0.33169429 0.12094168 0.20779598 0.10779352 0.00250609],0.22926844721021583
111694,Medium,4,A,[0.22694456 0.33257413 0.12363558 0.20373872 0.11061453 0.00249248],0.2269445638160722
111694,Medium,5,A,[0.22392071 0.30236855 0.13522594 0.22392071 0.11170838 0.0028557 ],0.2239207122459264
111694,Very High,0,A,[0.22219771 0.3729038  0.12180053 0.16924095 0.11010591 0.0037511 ],0.22219770520741394
111694,Very High,1,A,[0.21657054 0.38910984 0.11023332 0.17086119 0.11068771 0.00253741],0.216570539064398
111694,Very High,2,A,[0.2208781  0.36412154 0.11435281 0.19348182 0.10360777 0.00355796],0.22087810431936242
111694,Very High,3,A,[0.21768193 0.36879805 0.11678348 0.18569576 0.10830838 0.00273241],0.2176819290499861
111694,Very High,4,A,[0.22059526 0.37991405 0.11332166 0.1742798  0.10966099 0.00222823],0.22059525704281394
111694,Very High,5,A,[0.24438903 0.3117207  0.13216958 0.18952618 0.11970075 0.00249377],0.24438902743142144
111694,Very Low,0,A,[0.22679856 0.31061151 0.13902878 0.21870504 0.10143885 0.00341727],0.22679856115107913
111694,Very Low,1,A,[0.23409544 0.31780666 0.12393511 0.21183948 0.10921165 0.00311166],0.23409543686557252
111694,Very Low,2,A,[0.23636049 0.29742227 0.13357533 0.21773514 0.11175212 0.00315464],0.23636049350705474
111694,Very Low,3,A,[0.23367639 0.30239744 0.13203635 0.21716372 0.11221524 0.00251087],0.23367638718215333
111694,Very Low,4,A,[0.23630363 0.29867987 0.13745875 0.21254125 0.1130363  0.0019802 ],0.2363036303630363
111694,Very Low,5,A,[0.23453153 0.28020035 0.14555097 0.21714791 0.11697113 0.00559811],0.23453152622274603
111738,Medium,0,B,[0.11147541 0.29456428 0.16928387 0.14637619 0.27355479 0.00474547],0.29456427955133735
111738,Medium,1,B,[0.10215334 0.30040103 0.16067895 0.14120007 0.29246168 0.00310494],0.3004010299485993
111738,Medium,2,B,[0.11269498 0.28055056 0.17570676 0.15587642 0.27130704 0.00386425],0.28055056338287343
111738,Medium,3,B,[0.11130626 0.28699121 0.16869641 0.15018233 0.27938319 0.00344059],0.28699121460852917
111738,Medium,4,B,[0.11224753 0.29445638 0.16935969 0.14907606 0.27125054 0.0036098 ],0.2944563816072196
111738,Medium,5,B,[0.11674786 0.27179573 0.17067025 0.17083823 0.26608433 0.0038636 ],0.2717957332437427
111738,Very High,0,B,[0.09774934 0.36385702 0.14717564 0.11363636 0.27360989 0.00397176],0.3638570167696381
111738,Very High,1,B,[0.09234098 0.3819745  0.13032563 0.10132989 0.29113167 0.00289732],0.3819744999415136
111738,Very High,2,B,[0.10680993 0.3115349  0.14971892 0.12936739 0.2982993  0.00426955],0.3115349035793069
111738,Very High,3,B,[0.09639075 0.343805   0.14256383 0.11737009 0.29613449 0.00373584],0.34380499552317145
111738,Very High,4,B,[0.08976604 0.4278211  0.12366704 0.10377208 0.25322298 0.00175076],0.4278211045678816
111738,Very High,5,B,[0.10723192 0.27930175 0.1446384  0.12718204 0.33416459 0.0074813 ],0.2793017456359102
111738,Very Low,0,B,[0.1278777  0.27248201 0.18489209 0.15665468 0.25233813 0.0057554 ],0.27248201438848924
111738,Very Low,1,B,[0.11911583 0.2820036  0.17707997 0.15861873 0.25957689 0.00360497],0.28200360497106536
111738,Very Low,2,B,[0.12564551 0.27702513 0.18759318 0.16399819 0.24120049 0.0045375 ],0.27702512910265553
111738,Very Low,3,B,[0.12410199 0.27914382 0.17909301 0.16018173 0.25392287 0.00355657],0.2791438226675489
111738,Very Low,4,B,[0.12623762 0.27755776 0.19108911 0.16188119 0.24059406 0.00264026],0.27755775577557756
111738,Very Low,5,B,[0.12256924 0.27637006 0.18002357 0.17442546 0.23954037 0.0070713 ],0.27637006482027104
111835,Medium,0,C,[0.06088427 0.10735282 0.4621084  0.30997826 0.0551663  0.00450995],0.4621083997745027
111835,Medium,1,C,[0.04859453 0.09163137 0.48777115 0.32868374 0.04003658 0.00328263],0.48777114619432677
111835,Medium,2,C,[0.06988522 0.13293838 0.384088   0.34879304 0.05876521 0.00553014],0.38408800449100006
111835,Medium,3,C,[0.06650676 0.12902901 0.40033876 0.34126519 0.05868159 0.0041787 ],0.4003387550930138
111835,Medium,4,C,[0.06465739 0.12407694 0.42057359 0.32697922 0.05924781 0.00446505],0.42057358749785334
111835,Medium,5,C,[0.0948633  0.17605634 0.32684341 0.31772991 0.07580779 0.00869925],0.3268434134217067
111835,Very High,0,C,[0.0246085  0.05425056 0.63646532 0.25279642 0.02964206 0.00223714],0.6364653243847874
111835,Very High,1,C,[0.02357728 0.04232332 0.64077386 0.26931005 0.02200834 0.00200715],0.6407738626588545
111835,Very High,2,C,[0.04315142 0.07585668 0.5307039  0.31582544 0.03153373 0.00292883],0.5307038953431612
111835,Very High,3,C,[0.03282701 0.0659051  0.56833208 0.30033894 0.02998159 0.00261528],0.5683320779981589
111835,Very High,4,C,[0.0204385  0.04403567 0.68078781 0.22891119 0.0245262  0.00130063],0.6807878112225938
111835,Very High,5,C,[0.078125   0.08203125 0.40234375 0.36328125 0.0703125  0.00390625],0.40234375
111835,Very Low,0,C,[0.09047619 0.17809524 0.30666667 0.33       0.0847619  0.01      ],0.30666666666666664
111835,Very Low,1,C,[0.08812644 0.15469641 0.3446534  0.32959888 0.07782335 0.00510153],0.3446533960188056
111835,Very Low,2,C,[0.10188346 0.17628016 0.29476162 0.32619188 0.09246616 0.00841672],0.29476162448499116
111835,Very Low,3,C,[0.10095483 0.17842842 0.28983748 0.32518616 0.09930607 0.00628703],0.2898374793905024
111835,Very Low,4,C,[0.09602328 0.19204656 0.27303589 0.33705141 0.09505335 0.00678952],0.27303588748787583
111835,Very Low,5,C,[0.1043956  0.17802198 0.24505495 0.34065934 0.12417582 0.00769231],0.24505494505494504
111893,Medium,0,C,[0.11095772 0.0970233  0.34477998 0.29089733 0.14797239 0.00836928],0.3447799827437446
111893,Medium,1,C,[0.09766134 0.08474829 0.36677507 0.3122849  0.13247143 0.00605898],0.366775065339057
111893,Medium,2,C,[0.1136273  0.10368453 0.34155662 0.27654524 0.1567106  0.00787571],0.3415566173719431
111893,Medium,3,C,[0.11081525 0.10015029 0.34303328 0.28398004 0.15511883 0.0069023 ],0.34303328311768766
111893,Medium,4,C,[0.11284916 0.09415557 0.34817361 0.28358401 0.15461968 0.00661796],0.3481736140954018
111893,Medium,5,C,[0.12329918 0.11254829 0.32067865 0.26558038 0.16915841 0.00873509],0.32067864942046026
111893,Very High,0,C,[0.07987643 0.0776699  0.39298323 0.34289497 0.09796999 0.00860547],0.39298323036187116
111893,Very High,1,C,[0.07325643 0.06300332 0.40115803 0.36253453 0.09505835 0.00498934],0.4011580301789683
111893,Very High,2,C,[0.08624493 0.08603145 0.36618516 0.33736569 0.11719917 0.0069736 ],0.3661851561944069
111893,Very High,3,C,[0.08441137 0.07431535 0.37773627 0.34704684 0.11025348 0.00623669],0.37773626848621444
111893,Very High,4,C,[0.07225848 0.06382301 0.4128601  0.3434665  0.10249881 0.00509311],0.412860098678975
111893,Very High,5,C,[0.11720698 0.0798005  0.33167082 0.32917706 0.13965087 0.00249377],0.3316708229426434
111893,Very Low,0,C,[0.13435252 0.11852518 0.32338129 0.23848921 0.17715827 0.00809353],0.3233812949640288
111893,Very Low,1,C,[0.12291054 0.10945831 0.33239731 0.25783133 0.16990798 0.00749455],0.33239730575846693
111893,Very Low,2,C,[0.12905944 0.12132409 0.31952637 0.23912621 0.18290443 0.00805946],0.31952637151314794
111893,Very Low,3,C,[0.13024033 0.11782777 0.31655875 0.24321179 0.18476463 0.00739673],0.316558748463938
111893,Very Low,4,C,[0.13019802 0.11683168 0.31716172 0.23993399 0.18877888 0.00709571],0.31716171617161715
111893,Very Low,5,C,[0.14289923 0.11667649 0.31644078 0.20771951 0.20271067 0.01355333],0.3164407778432528
111914,Medium,0,B,[0.25       0.08333333 0.08333333 0.25       0.33333333 0.        ],0.08333333333333333
111914,Medium,1,B,[0.15584416 0.3030303  0.0952381  0.29004329 0.15151515 0.004329  ],0.30303030303030304
111914,Medium,2,B,[0.17307692 0.30769231 0.13461538 0.30769231 0.07692308 0.        ],0.3076923076923077
111914,Medium,3,B,[0.15824916 0.3030303  0.12794613 0.23905724 0.17171717 0.        ],0.30303030303030304
111914,Medium,4,B,[0.3 0.5 0.  0.1 0.1 0. ],0.5
111914,Medium,5,B,[0.2 0.  0.4 0.  0.4 0. ],0.0
111914,Very High,1,B,[0.18867925 0.32075472 0.20754717 0.26415094 0.01886792 0.        ],0.32075471698113206
111914,Very High,2,B,[0.25 0.25 0.   0.5  0.   0.  ],0.25
111914,Very High,3,B,[0.0952381  0.38095238 0.19047619 0.23809524 0.0952381  0.        ],0.38095238095238093
111914,Very High,4,B,[1. 0. 0. 0. 0. 0.],0.0
111914,Very Low,0,B,[0.    0.375 0.125 0.5   0.    0.   ],0.375
111914,Very Low,1,B,[0.1   0.325 0.125 0.25  0.2   0.   ],0.325
111914,Very Low,2,B,[0.33333333 0.28571429 0.14285714 0.19047619 0.04761905 0.        ],0.2857142857142857
111914,Very Low,3,B,[0.11827957 0.32258065 0.11827957 0.25806452 0.1827957  0.        ],0.3225806451612903
111914,Very Low,4,B,[0.33333333 0.66666667 0.         0.         0.         0.        ],0.6666666666666666
111914,Very Low,5,B,[0.         0.33333333 0.         0.         0.66666667 0.        ],0.3333333333333333
111918,Medium,0,D,[0.09913828 0.13771442 0.07240074 0.6097286  0.07658855 0.00442941],0.6097285978899896
111918,Medium,1,D,[0.08084649 0.12326723 0.05923822 0.6754364  0.05789693 0.00331472],0.6754364009754845
