CO_ITEM,SG_UF_PROVA,TX_GABARITO,answer_distribution,correct_probability
140378,RS,A,[0.50402611 0.06896798 0.18403373 0.1661902  0.07038546 0.00639651],0.5040261101581857
140378,SC,A,[0.5047461  0.06476199 0.18313383 0.17277658 0.06878332 0.00579819],0.5047460955765454
140378,SE,A,[0.43127288 0.09924057 0.1949109  0.18241506 0.08438474 0.00777586],0.4312728813046504
140378,SP,A,[0.51828308 0.06273516 0.18597027 0.15625878 0.06999624 0.00675646],0.5182830804035587
140378,TO,A,[0.41291465 0.10203665 0.20209795 0.18861113 0.08705129 0.00728833],0.4129146515904911
140429,AC,B,[0.17965718 0.37249353 0.09193079 0.12888098 0.21838616 0.00865136],0.372493531694696
140429,AL,B,[0.16483211 0.41344229 0.10062264 0.1197465  0.19387925 0.00747721],0.4134422948632422
140429,AM,B,[0.17312186 0.37782787 0.0979961  0.13480305 0.20935155 0.00689958],0.37782786772588584
140429,AP,B,[0.18384075 0.3722817  0.09652058 0.13131482 0.20784543 0.00819672],0.37228169956507196
140429,BA,B,[0.16914237 0.40971949 0.09818034 0.11965271 0.1968667  0.00643838],0.40971949425073073
140429,CE,B,[0.17682012 0.41328542 0.09880461 0.12299245 0.18311207 0.00498534],0.4132854242982804
140429,DF,B,[0.1427625  0.50535326 0.0796629  0.08451264 0.17178142 0.01592728],0.5053532623098532
140429,ES,B,[0.17257229 0.47250829 0.0790423  0.09178449 0.17958341 0.00450922],0.47250829115028803
140429,GO,B,[0.16509413 0.44690311 0.08437395 0.10648726 0.19118402 0.00595753],0.44690310936330685
140429,MA,B,[0.17767214 0.37281    0.10114084 0.13389923 0.20732039 0.00715741],0.3728099959255738
140429,MG,B,[0.18320404 0.48407381 0.07923719 0.07977786 0.16964622 0.00406088],0.4840738128819934
140429,MS,B,[0.17968646 0.4363814  0.08939912 0.09996891 0.18959009 0.00497402],0.4363814007194564
140429,MT,B,[0.1729473  0.41546467 0.09157266 0.11504208 0.19910593 0.00586736],0.41546467362833095
140429,PA,B,[0.17105759 0.37669819 0.10035714 0.13368389 0.21100662 0.00719657],0.37669819278189554
140429,PB,B,[0.15906683 0.42522646 0.09817125 0.12124423 0.19160827 0.00468296],0.42522645701589473
140429,PE,B,[0.15510535 0.43431214 0.10415674 0.1137382  0.18581371 0.00687387],0.4343121365239775
140429,PI,B,[0.17952164 0.38825308 0.09894794 0.12834674 0.2000798  0.0048508 ],0.3882530816236534
140429,PR,B,[0.17920889 0.48420387 0.07885042 0.08300567 0.17169224 0.00303891],0.4842038674786966
140429,RJ,B,[0.15335581 0.50028039 0.08550843 0.08555102 0.16973203 0.00557232],0.5002803904170364
140429,RN,B,[0.15625418 0.44091943 0.09848354 0.11577075 0.18298816 0.00558392],0.44091943472357675
140429,RO,B,[0.17187299 0.39445944 0.09024296 0.12090243 0.21583751 0.00668466],0.3944594420876719
140429,RR,B,[0.16771594 0.44019139 0.08184336 0.11357341 0.19063208 0.00604382],0.44019138755980863
140429,RS,B,[0.16939442 0.50858824 0.0799028  0.07551934 0.16178292 0.00481227],0.5085882408995617
140429,SC,B,[0.18968016 0.50128589 0.0706537  0.07236042 0.16162443 0.0043954 ],0.5012858879640887
140429,SE,B,[0.15842183 0.42240779 0.09724365 0.12159995 0.19488064 0.00544613],0.42240779401530965
140429,SP,B,[0.17991147 0.51213284 0.07545898 0.07265818 0.15485331 0.00498522],0.512132839778781
140429,TO,B,[0.1813228  0.39159458 0.09147878 0.13262039 0.19841973 0.00456372],0.39159457802602005
140441,AC,D,[0.17504851 0.07939845 0.28476714 0.39634541 0.05708279 0.0073577 ],0.39634540750323416
140441,AL,D,[0.15476985 0.08697465 0.28060374 0.41271959 0.05709362 0.00783856],0.41271959083833665
140441,AM,D,[0.17130762 0.09461503 0.26309134 0.39676737 0.0677039  0.00651475],0.3967673657879546
140441,AP,D,[0.17204751 0.09459686 0.2675644  0.39243894 0.06574105 0.00761124],0.39243894279023084
140441,BA,D,[0.15522694 0.0906234  0.28443403 0.41179682 0.05179336 0.00612545],0.41179682142310226
140441,CE,D,[0.15187786 0.08814174 0.2893208  0.40910116 0.05689198 0.00466646],0.40910116117190476
140441,DF,D,[0.1286373  0.05761382 0.31480893 0.43960354 0.03797636 0.02136005],0.4396035405734881
140441,ES,D,[0.13068017 0.06548554 0.32079479 0.44027463 0.03808111 0.00468377],0.44027462617094315
140441,GO,D,[0.14647317 0.07408766 0.29052517 0.43441577 0.04818853 0.0063097 ],0.43441576545510574
140441,MA,D,[0.17256553 0.09777265 0.27338042 0.38489746 0.06478338 0.00660057],0.3848974602743447
140441,MG,D,[0.1202339  0.06155383 0.33308063 0.44401152 0.03666549 0.00445463],0.44401151857075694
140441,MS,D,[0.15197406 0.07132389 0.32038016 0.40156326 0.04885198 0.00590665],0.40156326331216413
140441,MT,D,[0.15223693 0.07809171 0.29466001 0.41675689 0.05182831 0.00642615],0.416756888904411
140441,PA,D,[0.16073832 0.09647171 0.26981748 0.40587032 0.06059654 0.00650563],0.405870318192423
140441,PB,D,[0.1483678  0.08390019 0.28926679 0.4226457  0.05094856 0.00487096],0.4226457015894719
140441,PE,D,[0.14478025 0.08343979 0.29080942 0.42275717 0.05138717 0.0068262 ],0.4227571741824769
140441,PI,D,[0.16194536 0.0927112  0.28149346 0.40312047 0.0561097  0.00461981],0.4031204720606455
140441,PR,D,[0.13087161 0.06019523 0.32755734 0.43988539 0.03843912 0.00305131],0.43988538966274293
140441,RJ,D,[0.13910204 0.06617214 0.33784561 0.4126992  0.03855191 0.0056291 ],0.4126992014196983
140441,RN,D,[0.14063068 0.07915017 0.3008242  0.4277628  0.04671753 0.00491462],0.42776279808004897
140441,RO,D,[0.16743797 0.07983031 0.27979175 0.40982131 0.05810515 0.0050135 ],0.40982131379354675
140441,RR,D,[0.16620499 0.07328129 0.31478217 0.3933518  0.04860237 0.00377739],0.39335180055401664
140441,RS,D,[0.13866257 0.05391176 0.34756766 0.42100248 0.03395988 0.00489565],0.4210024776062512
140441,SC,D,[0.12727953 0.05407743 0.34676891 0.43304031 0.0338773  0.00495651],0.43304030674272886
140441,SE,D,[0.14698496 0.0851714  0.27681462 0.4306375  0.05464282 0.00574869],0.4306374996217966
140441,SP,D,[0.12212427 0.05687279 0.32338209 0.45666891 0.03548919 0.00546274],0.4566689131752649
140441,TO,D,[0.16626933 0.08500783 0.28186091 0.40385532 0.05748927 0.00551734],0.403855323206866
140506,AC,D,[0.23625485 0.13187257 0.24288486 0.29875485 0.08190492 0.00832794],0.298754851228978
140506,AL,D,[0.26498221 0.12411052 0.22692906 0.30311875 0.07249277 0.00836669],0.3031187458305537
140506,AM,D,[0.2302977  0.15162594 0.24659831 0.27590093 0.08796284 0.00761428],0.2759009318562907
140506,AP,D,[0.22373704 0.14009702 0.25075276 0.29106725 0.08481097 0.00953496],0.29106724657075944
140506,BA,D,[0.25721572 0.11503199 0.21621514 0.33301153 0.07178098 0.00674466],0.33301152517094673
140506,CE,D,[0.29104739 0.12382463 0.20478779 0.30332797 0.07131135 0.00570086],0.30332796689921215
140506,DF,D,[0.25056978 0.09919436 0.20845921 0.35559442 0.05856787 0.02761435],0.3555944241267822
140506,ES,D,[0.27386979 0.11162507 0.21463897 0.33391517 0.06024903 0.00570198],0.33391516844126373
140506,GO,D,[0.25065665 0.12535767 0.22279124 0.32211771 0.07165182 0.00742491],0.32211771265902656
140506,MA,D,[0.24610892 0.14189868 0.24384083 0.27386935 0.08679886 0.00748336],0.27386934673366836
140506,MG,D,[0.28610719 0.09821345 0.19868359 0.35553009 0.05669958 0.0047661 ],0.3555300893276916
140506,MS,D,[0.24457077 0.12217436 0.23067016 0.32313363 0.0726118  0.00683928],0.3231336323666563
140506,MT,D,[0.2397234  0.12541473 0.23088744 0.31998044 0.07641532 0.00757867],0.31998044214717286
140506,PA,D,[0.23035301 0.13620538 0.25036342 0.29151487 0.08373863 0.0078247 ],0.291514868720949
140506,PB,D,[0.28513075 0.11174158 0.21327978 0.31627072 0.06853529 0.00504187],0.3162707229533413
140506,PE,D,[0.26563066 0.11822862 0.21361426 0.32844885 0.06652684 0.00755077],0.32844885117742395
140506,PI,D,[0.26908297 0.12456689 0.22592974 0.3000567  0.07507192 0.00529178],0.30005669767539533
140506,PR,D,[0.26680393 0.11503206 0.22131951 0.32928145 0.06351943 0.00404361],0.3292814527232359
140506,RJ,D,[0.25885359 0.11015439 0.20670098 0.35653594 0.06067791 0.0070772 ],0.35653593611357587
140506,RN,D,[0.31103589 0.10427782 0.20151837 0.31371312 0.06320158 0.00625323],0.3137131164783049
140506,RO,D,[0.22927111 0.13607147 0.2435403  0.30344517 0.08175858 0.00591336],0.3034451729014012
140506,RR,D,[0.22462856 0.13774868 0.23067237 0.33089902 0.07025938 0.00579199],0.3308990178796273
140506,RS,D,[0.25577711 0.10652516 0.2208643  0.35117686 0.05987945 0.00577711],0.3511768629693158
140506,SC,D,[0.26554755 0.10841205 0.22694754 0.33428411 0.05950154 0.00530721],0.3342841111007201
140506,SE,D,[0.27064234 0.11987534 0.22301897 0.3080996  0.07158634 0.0067774 ],0.308099603642855
140506,SP,D,[0.2652359  0.10835058 0.20654107 0.35571827 0.05805475 0.00609944],0.35571826750160024
140506,TO,D,[0.23635992 0.13289285 0.23826715 0.3063824  0.08092092 0.00517676],0.3063823990191404
140527,AC,A,[0.66419233 0.18291602 0.04464879 0.05539552 0.04631066 0.00653667],0.6641923332594727
140527,AL,A,[0.59499699 0.22529969 0.0586239  0.0586239  0.05462806 0.00782747],0.594996989435656
140527,AM,A,[0.59314663 0.20391952 0.06308343 0.06575057 0.06714211 0.00695773],0.5931466341972517
140527,AP,A,[0.57798982 0.21628499 0.06412214 0.06603053 0.06704835 0.00852417],0.5779898218829517
140527,BA,A,[0.56442589 0.2547178  0.05857031 0.06358524 0.05197553 0.00672522],0.56442589210656
140527,CE,A,[0.59097815 0.22637607 0.06650834 0.05809425 0.0523742  0.00566898],0.5909781540072266
140527,DF,A,[0.6645596  0.21158089 0.04090882 0.04257857 0.03130777 0.00906434],0.6645596040312481
140527,ES,A,[0.58745356 0.24849957 0.0599457  0.0564447  0.04186911 0.00578737],0.5874535581594741
140527,GO,A,[0.59542698 0.2313991  0.05867853 0.05901853 0.04910183 0.00637502],0.5954269847566158
140527,MA,A,[0.54952494 0.23713145 0.07236735 0.06893573 0.06457035 0.00747018],0.54952494339006
140527,MG,A,[0.61292823 0.23899604 0.05340379 0.05201233 0.03751651 0.00514311],0.6129282254513431
140527,MS,A,[0.62279259 0.21256992 0.05242953 0.05319732 0.05253921 0.00647143],0.6227925852802457
140527,MT,A,[0.59148534 0.23311258 0.05752129 0.05853043 0.05209713 0.00725323],0.5914853358561968
140527,PA,A,[0.57957656 0.22658171 0.06353134 0.06374785 0.05887629 0.00768624],0.5795765608326503
140527,PB,A,[0.62258144 0.21450207 0.05538728 0.05606726 0.04521852 0.00624343],0.6225814427891451
140527,PE,A,[0.60588665 0.23033389 0.05837965 0.05316646 0.04639133 0.00584202],0.6058866485455799
140527,PI,A,[0.59015064 0.22820697 0.06356236 0.05916477 0.0528023  0.00611297],0.5901506409256776
140527,PR,A,[0.64307425 0.21471993 0.04852366 0.04805326 0.04002026 0.00560863],0.6430742509769866
140527,RJ,A,[0.62236151 0.23429827 0.0453821  0.05337296 0.0382097  0.00637546],0.622361505987766
140527,RN,A,[0.63977901 0.21315922 0.04925498 0.05076176 0.04168759 0.00535744],0.6397790055248619
140527,RO,A,[0.58634615 0.22701923 0.06240385 0.06192308 0.05663462 0.00567308],0.5863461538461539
140527,RR,A,[0.69836182 0.16488604 0.04451567 0.0477208  0.03774929 0.00676638],0.6983618233618234
140527,RS,A,[0.67733492 0.20187983 0.03907198 0.04114218 0.03493159 0.0056395 ],0.6773349196906603
140527,SC,A,[0.65610577 0.2192756  0.04020965 0.0446687  0.03332551 0.00641477],0.6561057654697645
140527,SE,A,[0.589052   0.23578004 0.06021398 0.05926847 0.04891764 0.00676785],0.5890520029858174
140527,SP,A,[0.62883925 0.22328646 0.04978098 0.0533696  0.03955149 0.00517222],0.6288392526467697
140527,TO,A,[0.57002174 0.23839366 0.0699578  0.06458626 0.05154112 0.00549942],0.5700217419107303
140550,AC,A,[0.47889715 0.10494825 0.100663   0.21563713 0.09338616 0.00646831],0.47889715394566623
140550,AL,A,[0.52068045 0.10923949 0.10126195 0.17889704 0.08233267 0.00758839],0.5206804536357572
140550,AM,A,[0.46936419 0.12254323 0.10236675 0.20487094 0.09387284 0.00698205],0.4693641936281921
140550,AP,A,[0.48879224 0.11500502 0.10438274 0.19220475 0.09300769 0.00660756],0.4887922382067581
140550,BA,A,[0.53828075 0.10177572 0.10223512 0.16507427 0.08644211 0.00619203],0.5382807454408661
140550,CE,A,[0.51934638 0.10484768 0.10430326 0.18327539 0.08357638 0.00465091],0.5193463838789208
140550,DF,A,[0.63764774 0.07287857 0.07049345 0.1306779  0.07062596 0.01767637],0.6376477447394923
140550,ES,A,[0.6115087  0.07848956 0.07008204 0.16215744 0.07328213 0.00448013],0.6115086984348636
140550,GO,A,[0.56022832 0.08896682 0.08135116 0.18265859 0.08052943 0.00626568],0.5602283232329162
140550,MA,A,[0.46991715 0.12149939 0.11109602 0.19103626 0.09974195 0.00670922],0.4699171533342388
140550,MG,A,[0.64445816 0.06755407 0.06976963 0.14221909 0.07190879 0.00409027],0.6444581570286789
140550,MS,A,[0.5473198  0.09228583 0.08677888 0.18781365 0.08056135 0.00524048],0.5473198028156504
140550,MT,A,[0.53969196 0.09443649 0.08528621 0.18670765 0.08675305 0.00712465],0.5396919638179722
140550,PA,A,[0.49011145 0.11174423 0.10308501 0.19338311 0.09520648 0.00646973],0.49011144810753576
140550,PB,A,[0.52787558 0.10367459 0.09909417 0.18082379 0.08347291 0.00505896],0.5278755768244745
140550,PE,A,[0.53176661 0.10215464 0.10041949 0.17800553 0.08094194 0.00671179],0.5317666126418152
140550,PI,A,[0.48930094 0.11167342 0.10295878 0.19380105 0.09741501 0.0048508 ],0.48930093866151486
140550,PR,A,[0.61570807 0.07429826 0.06921274 0.16799593 0.06964687 0.00313814],0.6157080661366146
140550,RJ,A,[0.64121384 0.07329193 0.07652884 0.12983851 0.07357587 0.00555102],0.6412138420585626
140550,RN,A,[0.57785937 0.0926319  0.09049012 0.15711472 0.07698927 0.00491462],0.5778593693228539
140550,RO,A,[0.48335262 0.09802031 0.09454943 0.22123666 0.09808459 0.0047564 ],0.48335261601748297
140550,RR,A,[0.56887434 0.093931   0.07907328 0.18408461 0.07126668 0.00277008],0.5688743389574414
140550,RS,A,[0.63831713 0.06892034 0.07378026 0.14903755 0.06512055 0.00482419],0.6383171336001525
140550,SC,A,[0.64182175 0.0662583  0.06413074 0.15935659 0.06443468 0.00399794],0.6418217525483961
140550,SE,A,[0.52848628 0.0991498  0.10341593 0.17128075 0.09225137 0.00541587],0.5284862787812774
140550,SP,A,[0.66009422 0.06784908 0.06672131 0.13304637 0.06725979 0.00502924],0.6600942178932716
140550,TO,A,[0.49696887 0.10905252 0.09222805 0.20986309 0.08643825 0.00544922],0.49696887133029083
140567,AC,A,[0.61655218 0.06669621 0.06492355 0.08951917 0.15499668 0.00731221],0.6165521825836472
140567,AL,A,[0.61152772 0.06716295 0.07323882 0.09715912 0.14390498 0.0070064 ],0.6115277245607313
140567,AM,A,[0.54954485 0.08517423 0.07815852 0.10587349 0.17533484 0.00591407],0.5495448483794283
140567,AP,A,[0.53333333 0.09185751 0.09033079 0.11284987 0.16399491 0.00763359],0.5333333333333333
140567,BA,A,[0.62490941 0.06831029 0.07860104 0.09857379 0.12308317 0.00652231],0.6249094124126736
140567,CE,A,[0.62490264 0.06496342 0.06695522 0.09229964 0.14529947 0.0055796 ],0.6249026442461153
140567,DF,A,[0.6987298  0.04937683 0.0616614  0.08032679 0.10221242 0.00769277],0.6987297990339316
140567,ES,A,[0.64589883 0.05737354 0.0672335  0.09038297 0.13396685 0.00514433],0.645898828236639
140567,GO,A,[0.63500878 0.05763019 0.07803026 0.08956197 0.13396045 0.00580835],0.6350087833626112
140567,MA,A,[0.57214558 0.08032775 0.08380606 0.10306511 0.15376894 0.00688657],0.5721455750869575
140567,MG,A,[0.67753413 0.04718626 0.06455306 0.0855306  0.1209159  0.00428005],0.6775341259357112
140567,MS,A,[0.61522431 0.07239223 0.07666996 0.09356148 0.13600965 0.00614237],0.615224306241088
140567,MT,A,[0.60618102 0.0645853  0.07808262 0.10104068 0.14336172 0.00674866],0.6061810154525387
140567,PA,A,[0.56875087 0.08097617 0.08467237 0.10383384 0.1546218  0.00714496],0.5687508699215911
140567,PB,A,[0.61602893 0.06815232 0.08005193 0.09498053 0.13454287 0.00624343],0.6160289299622922
140567,PE,A,[0.63767293 0.06079354 0.07302527 0.08702179 0.136111   0.00537547],0.6376729279078259
140567,PI,A,[0.60390481 0.06689954 0.07843932 0.09693416 0.14811465 0.00570751],0.6039048124005864
140567,PR,A,[0.65910407 0.05301057 0.06860617 0.08713273 0.1273701  0.00477638],0.6591040671587785
140567,RJ,A,[0.67037133 0.05757302 0.06106229 0.09489963 0.1099552  0.00613854],0.6703713276471095
140567,RN,A,[0.63227859 0.06797254 0.07276076 0.0936213  0.12814331 0.00522351],0.6322785869747196
140567,RO,A,[0.60057692 0.07067308 0.075      0.09865385 0.15       0.00509615],0.6005769230769231
140567,RR,A,[0.65776353 0.07763533 0.05733618 0.07692308 0.12464387 0.00569801],0.6577635327635327
140567,RS,A,[0.67119572 0.05729923 0.07362284 0.08687686 0.10586556 0.0051398 ],0.6711957168352172
140567,SC,A,[0.65688805 0.05554252 0.07103184 0.0934053  0.1169522  0.00618008],0.6568880544473128
140567,SE,A,[0.61114705 0.06618562 0.08166211 0.09713859 0.13779547 0.00607116],0.6111470515053495
140567,SP,A,[0.66964229 0.05625583 0.06426318 0.09114593 0.11410802 0.00458475],0.669642287013269
140567,TO,A,[0.6168308  0.06317943 0.08338662 0.09080445 0.14029927 0.00549942],0.6168307967770814
140568,AC,A,[0.43022316 0.19283635 0.10559508 0.07875162 0.18167853 0.01091527],0.43022315653298837
140568,AL,A,[0.42147543 0.2010785  0.10340227 0.08077607 0.18342784 0.00983989],0.4214754280631532
140568,AM,A,[0.40308969 0.1943154  0.11487397 0.07792957 0.20105006 0.00874131],0.4030896946040298
140568,AP,A,[0.40506858 0.20307795 0.10831382 0.07870525 0.19513215 0.00970224],0.4050685848109736
140568,BA,A,[0.41529232 0.21192732 0.10417929 0.0784191  0.18190595 0.00827602],0.4152923238766121
140568,CE,A,[0.42593154 0.19477823 0.1109763  0.08298529 0.17862448 0.00670415],0.42593154296647145
140568,DF,A,[0.47492977 0.21007579 0.07285207 0.04984894 0.16860126 0.02369216],0.4749297715588064
140568,ES,A,[0.446733   0.22127189 0.07918776 0.05571071 0.19092919 0.00616745],0.44673299586897075
140568,GO,A,[0.44611073 0.20628329 0.08707391 0.06798339 0.18461019 0.00793849],0.4461107279637265
140568,MA,A,[0.3990493  0.19938884 0.11984246 0.09296482 0.17976368 0.0089909 ],0.39904930055683824
140568,MG,A,[0.47312529 0.21909379 0.0708921  0.05253291 0.17866714 0.00568876],0.47312529384109075
140568,MS,A,[0.44153306 0.21295022 0.08660123 0.06750455 0.18403873 0.00737221],0.44153306390727004
140568,MT,A,[0.42859637 0.2097929  0.09373799 0.07250375 0.18733629 0.00803269],0.4285963748122795
140568,PA,A,[0.39706753 0.2060444  0.10928555 0.08463595 0.19395739 0.00900917],0.3970675328870623
140568,PB,A,[0.4287985  0.21018629 0.09965818 0.07665356 0.17817467 0.0065288 ],0.42879849598359254
140568,PE,A,[0.42622748 0.20179235 0.10178282 0.07425875 0.1869387  0.0089999 ],0.42622747640385167
140568,PI,A,[0.4243296  0.19892484 0.11331135 0.08378656 0.1731169  0.00653073],0.4243296024862981
140568,PR,A,[0.47749346 0.22234902 0.0737525  0.05131417 0.17062552 0.00446534],0.4774934570397291
140568,RJ,A,[0.46016681 0.2249228  0.07662822 0.05440994 0.1764685  0.00740373],0.4601668145519077
140568,RN,A,[0.43755378 0.21347025 0.09616966 0.07062131 0.17453579 0.00764921],0.43755378348918594
140568,RO,A,[0.42351202 0.20317522 0.09943437 0.08034452 0.18723486 0.00629901],0.4235120195397866
140568,RR,A,[0.45253085 0.20196424 0.09040544 0.06295643 0.18383279 0.00831025],0.4525308486527323
140568,RS,A,[0.48333572 0.22300839 0.06983753 0.05048123 0.1669049  0.00643225],0.4833357156470364
140568,SC,A,[0.4787244  0.23272234 0.06766109 0.04912092 0.16594969 0.00582157],0.47872439913962406
140568,SE,A,[0.41556988 0.20970621 0.10332516 0.07685093 0.18610632 0.0084415 ],0.4155698768569786
140568,SP,A,[0.47566828 0.22414173 0.06700579 0.04745778 0.17917317 0.00655326],0.475668279863042
140568,TO,A,[0.41809141 0.20128057 0.10469314 0.0848716  0.18363872 0.00742456],0.4180914106668483
140572,AC,B,[0.24619987 0.37807245 0.18159767 0.07268758 0.11505498 0.00638745],0.3780724450194049
140572,AL,B,[0.22609517 0.4073549  0.16986324 0.07660663 0.11365911 0.00642095],0.4073549032688459
140572,AM,B,[0.25083152 0.33417631 0.19365568 0.0837846  0.13177932 0.00577256],0.33417631050881
140572,AP,B,[0.23837404 0.3509535  0.19404483 0.08481097 0.12596186 0.0058548 ],0.3509534961525594
140572,BA,B,[0.22301971 0.42294248 0.17206528 0.07192745 0.10440566 0.00563941],0.422942480674865
140572,CE,B,[0.23130887 0.42019179 0.16032416 0.07260241 0.11125629 0.00431648],0.4201917916890268
140572,DF,B,[0.22178937 0.46361372 0.15558912 0.05443367 0.08915037 0.01542376],0.46361371707213656
140572,ES,B,[0.22313376 0.48106127 0.15145168 0.05864898 0.08139873 0.00430558],0.4810612672368651
140572,GO,B,[0.25100882 0.39963903 0.17317936 0.0684823  0.10239329 0.00529722],0.3996390262513023
140572,MA,B,[0.23863914 0.37101725 0.18307755 0.08700258 0.11405677 0.00620671],0.3710172484041831
140572,MG,B,[0.21179478 0.51607898 0.13766455 0.05138105 0.07930771 0.00377292],0.5160789844851904
140572,MS,B,[0.25043301 0.39072701 0.18092996 0.0709686  0.10192299 0.00501843],0.3907270062619354
140572,MT,B,[0.24063144 0.39510355 0.17476338 0.07184018 0.11242273 0.00523871],0.39510355184577234
140572,PA,B,[0.23452558 0.37397929 0.18675185 0.08173759 0.11657185 0.00643384],0.3739792896753468
140572,PB,B,[0.23611348 0.40519569 0.18049906 0.07198769 0.10123056 0.00497351],0.4051956930439241
140572,PE,B,[0.2225379  0.4287158  0.16747068 0.07143674 0.10379445 0.00604443],0.4287157975021451
140572,PI,B,[0.23019256 0.40465341 0.17057601 0.08105668 0.10944751 0.00407383],0.40465340921022236
140572,PR,B,[0.24575483 0.43595341 0.16937274 0.05730517 0.08873619 0.00287766],0.435953411642128
140572,RJ,B,[0.20105058 0.50391482 0.14113931 0.06035138 0.08866016 0.00488376],0.5039148181011535
140572,RN,B,[0.23133115 0.42629033 0.17164821 0.06570669 0.09978391 0.00523971],0.42629032566500297
140572,RO,B,[0.25600977 0.35865793 0.18794189 0.07732356 0.11473197 0.00533488],0.3586579251831855
140572,RR,B,[0.26542433 0.39385545 0.16771594 0.06597834 0.10299673 0.00402921],0.3938554520271972
140572,RS,B,[0.2462955  0.43093673 0.17224128 0.05912903 0.08658519 0.00481227],0.4309367257480465
140572,SC,B,[0.24864397 0.46268587 0.15297391 0.05061723 0.08110446 0.00397456],0.4626858692602637
140572,SE,B,[0.21842002 0.43653747 0.16589513 0.07025506 0.10383952 0.0050528 ],0.4365374723911531
140572,SP,B,[0.23867743 0.45818954 0.15880219 0.05479336 0.08470466 0.00483282],0.45818953984956295
140572,TO,B,[0.24793951 0.3760643  0.17587358 0.07744704 0.1179075  0.00476807],0.3760643007969484
140585,AC,C,[0.24644243 0.27336675 0.20439845 0.19849612 0.07066624 0.00663001],0.20439844760672704
140585,AL,C,[0.24588615 0.26684456 0.22148099 0.18428953 0.07443851 0.00706026],0.22148098732488325
140585,AM,C,[0.25646664 0.25877567 0.2118255  0.19112675 0.07498832 0.00681712],0.21182550372467632
140585,AP,C,[0.23611576 0.27567748 0.21077283 0.19630311 0.07268317 0.00844764],0.2107728337236534
140585,BA,C,[0.23580327 0.27747631 0.22696131 0.18653333 0.06717357 0.00605221],0.22696130978141457
140585,CE,C,[0.2548434  0.25618112 0.2297456  0.18057662 0.07376903 0.00488423],0.22974559991289267
140585,DF,C,[0.2061006  0.27569301 0.29000371 0.16542111 0.04181905 0.02096253],0.29000371018179893
140585,ES,C,[0.2254611  0.2882702  0.26857509 0.16399023 0.04916507 0.00453831],0.2685750858206784
140585,GO,C,[0.24216056 0.27728947 0.23425142 0.18185153 0.05850416 0.00594286],0.23425141968334093
140585,MA,C,[0.25542578 0.26208067 0.2074562  0.18711123 0.08170583 0.00622029],0.20745619991851147
140585,MG,C,[0.22110954 0.27981312 0.28215797 0.17062764 0.04255994 0.00373178],0.2821579689703808
140585,MS,C,[0.23093663 0.28596172 0.22991518 0.19043389 0.05724564 0.00550695],0.22991517520095928
140585,MT,C,[0.23783746 0.28729089 0.21992107 0.19089861 0.05870848 0.00534348],0.21992107009394754
140585,PA,C,[0.24822778 0.269979   0.21380628 0.18710181 0.07415517 0.00672996],0.21380628488361658
140585,PB,C,[0.24824816 0.26451889 0.22761921 0.18646385 0.06882584 0.00432405],0.22761921039138608
140585,PE,C,[0.24119554 0.26766136 0.2287444  0.19028506 0.06567833 0.00643531],0.22874439889407952
140585,PI,C,[0.25272464 0.2585204  0.22046996 0.18796329 0.07607988 0.00424183],0.22046996073161002
140585,PR,C,[0.23091998 0.27334069 0.27991466 0.16747498 0.04531078 0.00303891],0.2799146624328649
140585,RJ,C,[0.21854126 0.27544987 0.27037445 0.18231056 0.04797161 0.00535226],0.27037444543034606
140585,RN,C,[0.2395923  0.27973151 0.22739181 0.18407817 0.06379439 0.00541181],0.22739181152353088
140585,RO,C,[0.23646998 0.29155418 0.20491066 0.19687621 0.0651112  0.00507777],0.20491065689677337
140585,RR,C,[0.22437673 0.28330395 0.24326366 0.1868547  0.05565349 0.00654747],0.24326366154621
140585,RS,C,[0.22791595 0.28982037 0.26477034 0.17058557 0.04266724 0.00424052],0.2647703449590242
140585,SC,C,[0.22776583 0.28965211 0.28015992 0.15940335 0.03878706 0.00423174],0.2801599177031703
140585,SE,C,[0.238843   0.26443981 0.23675532 0.18556171 0.0687725  0.00562767],0.23675531753956008
140585,SP,C,[0.23545329 0.2735604  0.26890708 0.17552231 0.04157847 0.00497844],0.26890707921144164
140585,TO,C,[0.24971051 0.26353791 0.21435869 0.19549077 0.07213405 0.00476807],0.21435869491179074
140626,AC,E,[0.09545183 0.07899461 0.12657092 0.13405147 0.56044285 0.00448833],0.5604428485936565
140626,AL,E,[0.0962896  0.08601118 0.14604394 0.13203818 0.53295307 0.00666403],0.5329530694075789
140626,AM,E,[0.11567008 0.09000627 0.14734476 0.14002718 0.50188166 0.00507004],0.5018816642274723
140626,AP,E,[0.09521484 0.08227539 0.14038086 0.14501953 0.53051758 0.0065918 ],0.530517578125
140626,BA,E,[0.09788298 0.0826488  0.15141812 0.12556805 0.53666917 0.00581288],0.5366691708025961
140626,CE,E,[0.09781917 0.07356336 0.11314072 0.12478112 0.58741245 0.00328319],0.5874124482648838
140626,DF,E,[0.0624374  0.05132363 0.07774863 0.10317195 0.69668495 0.00863344],0.6966849511089912
140626,ES,E,[0.07773089 0.08082246 0.10830307 0.12380999 0.6052115  0.00412209],0.605211502600844
140626,GO,E,[0.09070157 0.08205753 0.11648151 0.11906863 0.58718612 0.00450464],0.5871861208339675
140626,MA,E,[0.11976748 0.09586594 0.16526483 0.13957718 0.47306206 0.00646251],0.47306205955899067
